website_session_id,product_made_it,mrfuzzy_made_it,cart_made_it,shipping_made_it,billing_made_it,thankyou_made_it
20392,1,0,0,0,0,0
20393,0,0,0,0,0,0
20395,1,1,0,0,0,0
20396,0,0,0,0,0,0
20397,0,0,0,0,0,0
20398,0,0,0,0,0,0
20399,0,0,0,0,0,0
20400,1,1,0,0,0,0
20401,0,0,0,0,0,0
20403,0,0,0,0,0,0
20404,0,0,0,0,0,0
20405,0,0,0,0,0,0
20406,0,0,0,0,0,0
20407,0,0,0,0,0,0
20408,1,0,0,0,0,0
20409,1,1,0,0,0,0
20411,1,1,0,0,0,0
20412,1,1,1,0,0,0
20414,0,0,0,0,0,0
20415,1,1,1,1,1,0
20416,1,1,0,0,0,0
20417,1,1,0,0,0,0
20418,1,1,0,0,0,0
20419,0,0,0,0,0,0
20420,0,0,0,0,0,0
20422,1,1,0,0,0,0
20423,0,0,0,0,0,0
20425,1,1,0,0,0,0
20426,1,0,0,0,0,0
20427,0,0,0,0,0,0
20428,1,1,0,0,0,0
20429,0,0,0,0,0,0
20430,0,0,0,0,0,0
20431,0,0,0,0,0,0
20432,0,0,0,0,0,0
20433,1,1,1,1,0,0
20434,1,1,0,0,0,0
20436,1,0,0,0,0,0
20437,0,0,0,0,0,0
20438,1,1,0,0,0,0
20439,0,0,0,0,0,0
20440,0,0,0,0,0,0
20441,1,1,0,0,0,0
20443,0,0,0,0,0,0
20444,0,0,0,0,0,0
20445,0,0,0,0,0,0
20446,1,1,1,1,0,0
20447,1,0,0,0,0,0
20448,0,0,0,0,0,0
20449,1,1,0,0,0,0
20450,1,1,0,0,0,0
20451,0,0,0,0,0,0
20452,0,0,0,0,0,0
20453,1,1,0,0,0,0
20454,1,0,0,0,0,0
20455,0,0,0,0,0,0
20456,0,0,0,0,0,0
20457,0,0,0,0,0,0
20458,1,1,0,0,0,0
20459,1,1,1,0,0,0
20460,0,0,0,0,0,0
20461,1,1,0,0,0,0
20462,0,0,0,0,0,0
20463,1,1,1,1,1,0
20464,1,1,0,0,0,0
20465,1,1,0,0,0,0
20466,0,0,0,0,0,0
20467,0,0,0,0,0,0
20468,0,0,0,0,0,0
20469,0,0,0,0,0,0
20470,1,1,0,0,0,0
20471,0,0,0,0,0,0
20472,1,0,0,0,0,0
20474,1,0,0,0,0,0
20475,1,1,1,0,0,0
20477,0,0,0,0,0,0
20478,1,1,1,1,1,0
20479,1,1,0,0,0,0
20481,1,1,0,0,0,0
20482,0,0,0,0,0,0
20483,1,1,0,0,0,0
20484,1,1,0,0,0,0
20485,0,0,0,0,0,0
20486,1,1,0,0,0,0
20487,1,1,1,0,0,0
20488,0,0,0,0,0,0
20490,0,0,0,0,0,0
20491,1,0,0,0,0,0
20492,1,1,1,1,1,1
20493,1,1,0,0,0,0
20494,1,1,1,1,1,0
20495,1,0,0,0,0,0
20496,0,0,0,0,0,0
20497,1,1,0,0,0,0
20498,1,1,0,0,0,0
20499,1,1,0,0,0,0
20500,1,1,0,0,0,0
20502,1,0,0,0,0,0
20503,1,1,0,0,0,0
20504,1,1,0,0,0,0
20505,0,0,0,0,0,0
20507,0,0,0,0,0,0
20508,0,0,0,0,0,0
20509,1,1,1,1,1,0
20510,1,0,0,0,0,0
20512,0,0,0,0,0,0
20513,0,0,0,0,0,0
20514,0,0,0,0,0,0
20515,1,0,0,0,0,0
20516,0,0,0,0,0,0
20517,0,0,0,0,0,0
20518,1,0,0,0,0,0
20519,1,0,0,0,0,0
20520,1,1,1,0,0,0
20521,0,0,0,0,0,0
20522,0,0,0,0,0,0
20524,1,1,1,0,0,0
20525,0,0,0,0,0,0
20526,1,0,0,0,0,0
20527,0,0,0,0,0,0
20529,1,1,0,0,0,0
20530,1,0,0,0,0,0
20531,1,0,0,0,0,0
20532,0,0,0,0,0,0
20533,0,0,0,0,0,0
20536,1,1,0,0,0,0
20538,0,0,0,0,0,0
20539,0,0,0,0,0,0
20540,1,1,0,0,0,0
20541,0,0,0,0,0,0
20542,0,0,0,0,0,0
20543,0,0,0,0,0,0
20544,0,0,0,0,0,0
20545,1,1,0,0,0,0
20546,0,0,0,0,0,0
20547,1,1,0,0,0,0
20548,1,0,0,0,0,0
20549,0,0,0,0,0,0
20552,1,1,1,0,0,0
20554,0,0,0,0,0,0
20555,0,0,0,0,0,0
20556,0,0,0,0,0,0
20557,0,0,0,0,0,0
20558,1,1,1,0,0,0
20559,1,1,0,0,0,0
20560,1,1,0,0,0,0
20562,1,1,1,1,1,0
20563,1,1,1,1,1,0
20564,1,1,1,1,1,0
20567,0,0,0,0,0,0
20569,0,0,0,0,0,0
20570,1,1,1,1,1,0
20571,1,1,0,0,0,0
20572,1,1,0,0,0,0
20574,0,0,0,0,0,0
20577,0,0,0,0,0,0
20578,1,0,0,0,0,0
20579,0,0,0,0,0,0
20580,1,1,1,0,0,0
20581,0,0,0,0,0,0
20582,0,0,0,0,0,0
20583,1,1,1,1,1,1
20584,0,0,0,0,0,0
20586,0,0,0,0,0,0
20587,0,0,0,0,0,0
20588,0,0,0,0,0,0
20589,0,0,0,0,0,0
20590,0,0,0,0,0,0
20593,1,1,1,1,1,0
20594,1,1,0,0,0,0
20595,1,1,1,1,1,1
20596,1,1,0,0,0,0
20597,1,1,1,1,1,0
20598,0,0,0,0,0,0
20599,0,0,0,0,0,0
20600,1,1,0,0,0,0
20601,0,0,0,0,0,0
20602,1,1,0,0,0,0
20604,0,0,0,0,0,0
20605,1,1,0,0,0,0
20606,1,0,0,0,0,0
20607,0,0,0,0,0,0
20608,0,0,0,0,0,0
20609,1,1,0,0,0,0
20610,1,1,1,1,1,0
20611,0,0,0,0,0,0
20612,1,0,0,0,0,0
20613,1,1,1,1,1,0
20614,0,0,0,0,0,0
20615,1,0,0,0,0,0
20616,1,1,1,0,0,0
20617,0,0,0,0,0,0
20618,1,0,0,0,0,0
20619,1,0,0,0,0,0
20620,0,0,0,0,0,0
20621,1,1,1,0,0,0
20623,1,1,1,1,1,0
20624,1,1,0,0,0,0
20625,0,0,0,0,0,0
20626,0,0,0,0,0,0
20627,0,0,0,0,0,0
20628,0,0,0,0,0,0
20629,1,0,0,0,0,0
20630,0,0,0,0,0,0
20631,0,0,0,0,0,0
20632,0,0,0,0,0,0
20633,0,0,0,0,0,0
20634,1,1,0,0,0,0
20635,0,0,0,0,0,0
20636,0,0,0,0,0,0
20637,0,0,0,0,0,0
20638,1,1,1,1,1,0
20639,0,0,0,0,0,0
20640,0,0,0,0,0,0
20641,1,0,0,0,0,0
20643,1,1,1,1,1,0
20644,0,0,0,0,0,0
20645,0,0,0,0,0,0
20646,1,1,1,1,1,0
20647,1,0,0,0,0,0
20648,0,0,0,0,0,0
20650,0,0,0,0,0,0
20651,1,1,1,1,1,0
20652,1,1,1,1,1,1
20653,1,1,1,1,1,0
20654,0,0,0,0,0,0
20655,0,0,0,0,0,0
20656,0,0,0,0,0,0
20657,0,0,0,0,0,0
20658,1,1,0,0,0,0
20659,1,0,0,0,0,0
20661,0,0,0,0,0,0
20662,0,0,0,0,0,0
20663,1,1,1,1,0,0
20665,0,0,0,0,0,0
20666,0,0,0,0,0,0
20667,0,0,0,0,0,0
20668,0,0,0,0,0,0
20669,1,1,0,0,0,0
20672,1,1,1,0,0,0
20674,0,0,0,0,0,0
20675,1,1,1,0,0,0
20676,0,0,0,0,0,0
20677,0,0,0,0,0,0
20679,1,1,1,0,0,0
20680,1,1,1,1,1,0
20682,1,1,0,0,0,0
20683,1,1,0,0,0,0
20687,1,1,1,1,1,0
20689,0,0,0,0,0,0
20691,0,0,0,0,0,0
20692,1,0,0,0,0,0
20693,0,0,0,0,0,0
20695,0,0,0,0,0,0
20696,1,1,0,0,0,0
20700,1,1,1,1,1,0
20702,1,1,0,0,0,0
20704,0,0,0,0,0,0
20705,0,0,0,0,0,0
20706,1,1,0,0,0,0
20707,1,1,1,1,1,0
20708,1,1,1,1,1,1
20710,0,0,0,0,0,0
20711,1,1,0,0,0,0
20714,0,0,0,0,0,0
20716,1,0,0,0,0,0
20717,1,1,0,0,0,0
20719,0,0,0,0,0,0
20720,1,0,0,0,0,0
20721,0,0,0,0,0,0
20725,1,1,0,0,0,0
20726,0,0,0,0,0,0
20728,1,1,0,0,0,0
20731,0,0,0,0,0,0
20732,1,1,0,0,0,0
20733,1,1,1,1,1,0
20734,1,0,0,0,0,0
20736,0,0,0,0,0,0
20737,0,0,0,0,0,0
20738,0,0,0,0,0,0
20739,1,1,0,0,0,0
20740,1,1,1,1,1,1
20741,1,1,0,0,0,0
20742,1,1,0,0,0,0
20744,1,0,0,0,0,0
20745,1,0,0,0,0,0
20748,1,1,0,0,0,0
20749,1,0,0,0,0,0
20751,0,0,0,0,0,0
20752,1,1,0,0,0,0
20754,1,0,0,0,0,0
20756,0,0,0,0,0,0
20758,1,1,1,0,0,0
20759,0,0,0,0,0,0
20760,0,0,0,0,0,0
20762,1,1,0,0,0,0
20763,0,0,0,0,0,0
20764,0,0,0,0,0,0
20766,0,0,0,0,0,0
20768,1,1,0,0,0,0
20769,0,0,0,0,0,0
20771,1,1,0,0,0,0
20774,0,0,0,0,0,0
20775,0,0,0,0,0,0
20778,0,0,0,0,0,0
20779,0,0,0,0,0,0
20780,1,1,0,0,0,0
20781,0,0,0,0,0,0
20782,0,0,0,0,0,0
20784,0,0,0,0,0,0
20785,0,0,0,0,0,0
20786,1,0,0,0,0,0
20787,0,0,0,0,0,0
20788,1,1,1,1,1,0
20789,0,0,0,0,0,0
20791,1,0,0,0,0,0
20792,1,1,1,0,0,0
20794,0,0,0,0,0,0
20795,0,0,0,0,0,0
20798,1,1,1,0,0,0
20799,1,1,0,0,0,0
20800,0,0,0,0,0,0
20802,0,0,0,0,0,0
20803,0,0,0,0,0,0
20804,1,1,0,0,0,0
20805,0,0,0,0,0,0
20807,0,0,0,0,0,0
20808,1,1,0,0,0,0
20810,0,0,0,0,0,0
20811,0,0,0,0,0,0
20812,0,0,0,0,0,0
20814,0,0,0,0,0,0
20815,1,1,1,0,0,0
20816,0,0,0,0,0,0
20817,0,0,0,0,0,0
20818,1,1,0,0,0,0
20820,0,0,0,0,0,0
20821,1,0,0,0,0,0
20822,1,1,1,0,0,0
20823,1,1,0,0,0,0
20824,1,1,0,0,0,0
20826,1,1,1,0,0,0
20827,1,1,0,0,0,0
20828,0,0,0,0,0,0
20829,1,1,0,0,0,0
20831,0,0,0,0,0,0
20832,1,1,0,0,0,0
20833,1,1,0,0,0,0
20834,1,1,0,0,0,0
20835,0,0,0,0,0,0
20836,0,0,0,0,0,0
20838,0,0,0,0,0,0
20839,0,0,0,0,0,0
20841,1,1,0,0,0,0
20842,0,0,0,0,0,0
20843,1,0,0,0,0,0
20846,1,1,0,0,0,0
20847,0,0,0,0,0,0
20849,1,0,0,0,0,0
20850,0,0,0,0,0,0
20851,1,0,0,0,0,0
20852,0,0,0,0,0,0
20853,0,0,0,0,0,0
20854,1,0,0,0,0,0
20855,1,1,1,0,0,0
20856,0,0,0,0,0,0
20857,1,1,1,1,1,1
20858,1,0,0,0,0,0
20859,0,0,0,0,0,0
20861,0,0,0,0,0,0
20863,1,1,0,0,0,0
20864,0,0,0,0,0,0
20865,1,1,1,1,1,0
20866,0,0,0,0,0,0
20868,1,0,0,0,0,0
20869,0,0,0,0,0,0
20870,0,0,0,0,0,0
20874,1,1,0,0,0,0
20875,0,0,0,0,0,0
20877,0,0,0,0,0,0
20878,0,0,0,0,0,0
20880,0,0,0,0,0,0
20882,1,1,1,1,1,1
20883,0,0,0,0,0,0
20884,1,0,0,0,0,0
20885,0,0,0,0,0,0
20886,1,1,0,0,0,0
20890,0,0,0,0,0,0
20891,0,0,0,0,0,0
20894,0,0,0,0,0,0
20896,1,1,0,0,0,0
20897,1,0,0,0,0,0
20899,1,1,0,0,0,0
20900,0,0,0,0,0,0
20901,0,0,0,0,0,0
20902,1,1,0,0,0,0
20904,0,0,0,0,0,0
20905,0,0,0,0,0,0
20906,0,0,0,0,0,0
20907,1,1,0,0,0,0
20910,1,1,0,0,0,0
20911,1,1,0,0,0,0
20912,1,1,0,0,0,0
20913,1,0,0,0,0,0
20914,1,1,0,0,0,0
20915,1,1,1,1,1,0
20917,1,1,1,1,0,0
20918,1,0,0,0,0,0
20921,1,0,0,0,0,0
20923,1,1,0,0,0,0
20924,0,0,0,0,0,0
20925,0,0,0,0,0,0
20928,0,0,0,0,0,0
20929,0,0,0,0,0,0
20930,0,0,0,0,0,0
20932,1,1,1,1,1,1
20934,0,0,0,0,0,0
20935,1,1,0,0,0,0
20936,1,1,1,1,1,1
20937,1,1,0,0,0,0
20946,0,0,0,0,0,0
20947,0,0,0,0,0,0
20948,1,1,0,0,0,0
20949,1,1,0,0,0,0
20950,1,1,0,0,0,0
20951,1,0,0,0,0,0
20953,1,1,0,0,0,0
20954,0,0,0,0,0,0
20962,0,0,0,0,0,0
20963,1,1,1,1,0,0
20966,0,0,0,0,0,0
20967,1,1,0,0,0,0
20969,1,1,0,0,0,0
20970,1,1,0,0,0,0
20971,0,0,0,0,0,0
20972,1,0,0,0,0,0
20973,0,0,0,0,0,0
20976,0,0,0,0,0,0
20978,1,1,0,0,0,0
20979,1,1,1,1,1,0
20980,1,1,1,0,0,0
20981,0,0,0,0,0,0
20982,1,1,1,1,1,1
20984,0,0,0,0,0,0
20985,1,1,1,0,0,0
20986,1,1,1,0,0,0
20987,0,0,0,0,0,0
20990,0,0,0,0,0,0
20991,1,1,1,1,1,1
20993,0,0,0,0,0,0
20994,0,0,0,0,0,0
20995,0,0,0,0,0,0
20996,1,0,0,0,0,0
20998,0,0,0,0,0,0
21001,0,0,0,0,0,0
21002,0,0,0,0,0,0
21005,1,0,0,0,0,0
21006,1,0,0,0,0,0
21007,0,0,0,0,0,0
21008,0,0,0,0,0,0
21010,1,1,0,0,0,0
21011,0,0,0,0,0,0
21013,1,1,0,0,0,0
21015,0,0,0,0,0,0
21016,0,0,0,0,0,0
21020,0,0,0,0,0,0
21021,1,0,0,0,0,0
21022,0,0,0,0,0,0
21023,0,0,0,0,0,0
21024,1,0,0,0,0,0
21028,0,0,0,0,0,0
21029,1,1,0,0,0,0
21030,1,1,0,0,0,0
21031,1,0,0,0,0,0
21033,1,1,0,0,0,0
21034,1,0,0,0,0,0
21036,1,1,1,0,0,0
21037,0,0,0,0,0,0
21038,1,0,0,0,0,0
21041,0,0,0,0,0,0
21043,0,0,0,0,0,0
21046,0,0,0,0,0,0
21047,0,0,0,0,0,0
21048,1,1,0,0,0,0
21049,1,1,1,0,0,0
21050,0,0,0,0,0,0
21052,1,0,0,0,0,0
21054,0,0,0,0,0,0
21055,1,1,0,0,0,0
21056,0,0,0,0,0,0
21057,1,1,0,0,0,0
21059,1,1,1,1,0,0
21060,0,0,0,0,0,0
21061,1,1,0,0,0,0
21064,1,1,1,0,0,0
21067,1,1,0,0,0,0
21070,1,1,0,0,0,0
21071,0,0,0,0,0,0
21072,1,1,0,0,0,0
21073,1,0,0,0,0,0
21075,0,0,0,0,0,0
21077,0,0,0,0,0,0
21078,0,0,0,0,0,0
21079,0,0,0,0,0,0
21080,0,0,0,0,0,0
21082,1,0,0,0,0,0
21084,1,1,1,0,0,0
21085,1,0,0,0,0,0
21086,1,0,0,0,0,0
21092,1,1,1,0,0,0
21093,1,0,0,0,0,0
21095,0,0,0,0,0,0
21100,0,0,0,0,0,0
21101,1,1,1,0,0,0
21104,0,0,0,0,0,0
21105,0,0,0,0,0,0
21107,0,0,0,0,0,0
21108,1,1,1,0,0,0
21109,1,0,0,0,0,0
21110,1,0,0,0,0,0
21111,1,1,1,1,1,0
21113,0,0,0,0,0,0
21114,0,0,0,0,0,0
21115,0,0,0,0,0,0
21116,0,0,0,0,0,0
21117,0,0,0,0,0,0
21118,1,0,0,0,0,0
21119,0,0,0,0,0,0
21120,1,1,0,0,0,0
21121,1,1,0,0,0,0
21122,1,0,0,0,0,0
21123,0,0,0,0,0,0
21124,1,1,1,1,0,0
21125,1,1,0,0,0,0
21126,0,0,0,0,0,0
21127,1,1,1,1,1,0
21128,1,0,0,0,0,0
21129,1,1,0,0,0,0
21135,0,0,0,0,0,0
21138,0,0,0,0,0,0
21141,1,1,0,0,0,0
21142,1,0,0,0,0,0
21143,0,0,0,0,0,0
21144,0,0,0,0,0,0
21146,1,1,1,1,1,1
21147,0,0,0,0,0,0
21149,0,0,0,0,0,0
21151,1,1,1,1,1,1
21152,1,1,1,1,1,1
21153,0,0,0,0,0,0
21155,0,0,0,0,0,0
21157,1,1,0,0,0,0
21158,0,0,0,0,0,0
21159,1,1,1,1,1,1
21162,1,1,1,0,0,0
21164,0,0,0,0,0,0
21165,1,1,0,0,0,0
21166,0,0,0,0,0,0
21167,0,0,0,0,0,0
21168,0,0,0,0,0,0
21170,0,0,0,0,0,0
21171,0,0,0,0,0,0
21173,0,0,0,0,0,0
21174,1,0,0,0,0,0
21175,0,0,0,0,0,0
21176,1,1,1,1,1,0
21177,1,1,1,0,0,0
21179,0,0,0,0,0,0
21180,1,1,0,0,0,0
21181,1,1,1,1,1,1
21182,1,1,0,0,0,0
21183,1,1,0,0,0,0
21184,1,1,1,0,0,0
21187,1,1,1,1,1,0
21188,0,0,0,0,0,0
21191,1,1,1,0,0,0
21192,0,0,0,0,0,0
21193,1,0,0,0,0,0
21194,1,0,0,0,0,0
21196,1,0,0,0,0,0
21198,1,0,0,0,0,0
21199,1,1,0,0,0,0
21200,0,0,0,0,0,0
21201,1,0,0,0,0,0
21203,0,0,0,0,0,0
21206,1,1,1,1,1,0
21207,0,0,0,0,0,0
21208,1,1,0,0,0,0
21209,0,0,0,0,0,0
21210,0,0,0,0,0,0
21211,0,0,0,0,0,0
21212,1,1,1,1,0,0
21213,0,0,0,0,0,0
21215,1,1,0,0,0,0
21217,0,0,0,0,0,0
21218,1,1,0,0,0,0
21219,0,0,0,0,0,0
21220,0,0,0,0,0,0
21222,0,0,0,0,0,0
21223,0,0,0,0,0,0
21224,0,0,0,0,0,0
21225,1,0,0,0,0,0
21226,0,0,0,0,0,0
21227,0,0,0,0,0,0
21228,1,1,0,0,0,0
21229,1,1,1,0,0,0
21230,0,0,0,0,0,0
21231,1,1,1,1,1,0
21232,1,1,0,0,0,0
21233,1,1,0,0,0,0
21237,1,1,1,1,1,0
21238,1,0,0,0,0,0
21239,0,0,0,0,0,0
21247,0,0,0,0,0,0
21248,1,1,1,1,1,1
21250,1,0,0,0,0,0
21251,1,1,1,1,0,0
21252,0,0,0,0,0,0
21254,1,1,0,0,0,0
21255,0,0,0,0,0,0
21256,1,1,0,0,0,0
21258,0,0,0,0,0,0
21259,1,1,1,1,1,1
21260,0,0,0,0,0,0
21262,0,0,0,0,0,0
21264,0,0,0,0,0,0
21265,0,0,0,0,0,0
21266,0,0,0,0,0,0
21267,0,0,0,0,0,0
21268,0,0,0,0,0,0
21271,1,1,0,0,0,0
21272,0,0,0,0,0,0
21273,0,0,0,0,0,0
21274,1,1,1,1,0,0
21275,0,0,0,0,0,0
21276,0,0,0,0,0,0
21277,0,0,0,0,0,0
21278,0,0,0,0,0,0
21279,1,1,1,1,1,1
21281,1,1,0,0,0,0
21283,0,0,0,0,0,0
21284,0,0,0,0,0,0
21286,1,1,0,0,0,0
21287,1,1,1,1,0,0
21290,0,0,0,0,0,0
21291,1,1,0,0,0,0
21292,1,1,0,0,0,0
21293,0,0,0,0,0,0
21294,0,0,0,0,0,0
21295,1,1,1,1,1,0
21296,1,1,0,0,0,0
21297,1,1,0,0,0,0
21298,1,1,0,0,0,0
21299,0,0,0,0,0,0
21300,1,1,1,0,0,0
21301,0,0,0,0,0,0
21302,0,0,0,0,0,0
21303,0,0,0,0,0,0
21304,0,0,0,0,0,0
21305,0,0,0,0,0,0
21306,1,1,0,0,0,0
21307,0,0,0,0,0,0
21308,0,0,0,0,0,0
21310,1,1,1,0,0,0
21311,0,0,0,0,0,0
21314,1,1,1,1,0,0
21315,1,1,0,0,0,0
21318,0,0,0,0,0,0
21319,1,1,0,0,0,0
21321,1,1,1,0,0,0
21322,0,0,0,0,0,0
21323,0,0,0,0,0,0
21324,0,0,0,0,0,0
21325,1,1,1,0,0,0
21326,1,1,1,1,1,0
21327,0,0,0,0,0,0
21328,1,0,0,0,0,0
21329,0,0,0,0,0,0
21331,1,1,1,1,1,1
21332,1,1,1,1,1,0
21333,0,0,0,0,0,0
21335,0,0,0,0,0,0
21336,0,0,0,0,0,0
21337,1,1,0,0,0,0
21338,1,0,0,0,0,0
21339,0,0,0,0,0,0
21340,1,1,0,0,0,0
21341,0,0,0,0,0,0
21342,1,1,1,1,1,0
21343,0,0,0,0,0,0
21344,1,1,0,0,0,0
21345,1,1,0,0,0,0
21346,0,0,0,0,0,0
21347,1,1,0,0,0,0
21348,1,1,1,1,1,0
21349,0,0,0,0,0,0
21350,0,0,0,0,0,0
21351,0,0,0,0,0,0
21353,1,1,0,0,0,0
21354,0,0,0,0,0,0
21355,1,1,0,0,0,0
21356,0,0,0,0,0,0
21357,1,1,1,1,1,0
21358,1,0,0,0,0,0
21359,1,0,0,0,0,0
21362,1,1,1,0,0,0
21363,1,1,0,0,0,0
21368,1,1,1,0,0,0
21369,0,0,0,0,0,0
21370,1,0,0,0,0,0
21372,0,0,0,0,0,0
21374,0,0,0,0,0,0
21375,1,0,0,0,0,0
21376,1,1,1,0,0,0
21378,1,1,0,0,0,0
21381,0,0,0,0,0,0
21382,1,1,0,0,0,0
21383,0,0,0,0,0,0
21384,0,0,0,0,0,0
21385,1,0,0,0,0,0
21386,1,1,0,0,0,0
21387,0,0,0,0,0,0
21388,1,1,0,0,0,0
21389,0,0,0,0,0,0
21390,0,0,0,0,0,0
21391,1,1,0,0,0,0
21393,1,1,0,0,0,0
21395,1,1,1,1,0,0
21396,0,0,0,0,0,0
21397,1,1,1,0,0,0
21398,0,0,0,0,0,0
21399,1,0,0,0,0,0
21401,1,1,0,0,0,0
21403,0,0,0,0,0,0
21404,0,0,0,0,0,0
21405,1,0,0,0,0,0
21406,0,0,0,0,0,0
21408,0,0,0,0,0,0
21409,0,0,0,0,0,0
21410,0,0,0,0,0,0
21412,1,1,0,0,0,0
21413,0,0,0,0,0,0
21414,1,1,1,1,1,1
21416,0,0,0,0,0,0
21417,1,1,0,0,0,0
21418,0,0,0,0,0,0
21419,1,1,1,1,1,0
21420,0,0,0,0,0,0
21422,0,0,0,0,0,0
21423,1,1,1,1,0,0
21424,1,1,1,1,1,0
21429,0,0,0,0,0,0
21430,0,0,0,0,0,0
21432,0,0,0,0,0,0
21434,1,1,1,1,1,1
21435,0,0,0,0,0,0
21436,0,0,0,0,0,0
21437,0,0,0,0,0,0
21438,0,0,0,0,0,0
21439,0,0,0,0,0,0
21441,0,0,0,0,0,0
21442,0,0,0,0,0,0
21444,1,1,0,0,0,0
21446,1,1,1,1,1,0
21447,1,0,0,0,0,0
21448,1,1,0,0,0,0
21450,1,1,0,0,0,0
21453,0,0,0,0,0,0
21454,0,0,0,0,0,0
21455,1,0,0,0,0,0
21457,1,1,0,0,0,0
21458,1,1,0,0,0,0
21461,1,0,0,0,0,0
21463,0,0,0,0,0,0
21464,1,1,1,1,1,0
21465,1,0,0,0,0,0
21466,0,0,0,0,0,0
21467,1,1,1,1,1,0
21468,0,0,0,0,0,0
21469,1,1,1,0,0,0
21470,1,1,0,0,0,0
21474,0,0,0,0,0,0
21475,1,1,1,1,1,1
21476,0,0,0,0,0,0
21478,0,0,0,0,0,0
21479,1,1,0,0,0,0
21482,0,0,0,0,0,0
21484,1,0,0,0,0,0
21486,0,0,0,0,0,0
21487,0,0,0,0,0,0
21488,1,0,0,0,0,0
21489,0,0,0,0,0,0
21490,0,0,0,0,0,0
21491,0,0,0,0,0,0
21493,0,0,0,0,0,0
21494,0,0,0,0,0,0
21497,0,0,0,0,0,0
21498,0,0,0,0,0,0
21499,0,0,0,0,0,0
21500,0,0,0,0,0,0
21501,1,1,0,0,0,0
21502,0,0,0,0,0,0
21504,0,0,0,0,0,0
21505,1,1,0,0,0,0
21506,1,1,1,1,1,1
21507,0,0,0,0,0,0
21508,0,0,0,0,0,0
21510,1,1,0,0,0,0
21511,1,1,1,0,0,0
21512,1,0,0,0,0,0
21513,0,0,0,0,0,0
21514,1,1,1,1,1,1
21515,0,0,0,0,0,0
21516,1,1,0,0,0,0
21519,0,0,0,0,0,0
21521,0,0,0,0,0,0
21522,1,0,0,0,0,0
21523,1,1,1,1,1,0
21526,1,1,1,1,1,0
21527,1,1,0,0,0,0
21528,1,1,1,0,0,0
21529,1,0,0,0,0,0
21530,1,0,0,0,0,0
21531,0,0,0,0,0,0
21532,0,0,0,0,0,0
21533,0,0,0,0,0,0
21534,0,0,0,0,0,0
21536,0,0,0,0,0,0
21537,1,1,0,0,0,0
21539,0,0,0,0,0,0
21540,1,1,0,0,0,0
21541,0,0,0,0,0,0
21542,1,0,0,0,0,0
21543,0,0,0,0,0,0
21545,0,0,0,0,0,0
21546,1,1,0,0,0,0
21547,1,0,0,0,0,0
21548,1,0,0,0,0,0
21549,1,1,1,0,0,0
21551,1,1,0,0,0,0
21554,0,0,0,0,0,0
21555,0,0,0,0,0,0
21556,1,1,1,0,0,0
21557,0,0,0,0,0,0
21558,0,0,0,0,0,0
21559,0,0,0,0,0,0
21561,0,0,0,0,0,0
21562,1,1,0,0,0,0
21564,0,0,0,0,0,0
21566,1,1,1,0,0,0
21568,0,0,0,0,0,0
21569,1,1,1,1,1,1
21570,0,0,0,0,0,0
21571,1,1,0,0,0,0
21572,1,1,1,1,1,0
21574,1,1,1,0,0,0
21575,1,1,1,1,1,0
21576,1,1,1,0,0,0
21577,0,0,0,0,0,0
21578,0,0,0,0,0,0
21579,0,0,0,0,0,0
21580,1,1,0,0,0,0
21581,1,1,1,0,0,0
21583,1,1,0,0,0,0
21587,1,1,0,0,0,0
21589,0,0,0,0,0,0
21592,0,0,0,0,0,0
21593,0,0,0,0,0,0
21594,0,0,0,0,0,0
21597,1,1,1,1,1,1
21598,0,0,0,0,0,0
21599,1,0,0,0,0,0
21600,1,0,0,0,0,0
21602,1,1,1,1,1,0
21604,1,1,0,0,0,0
21605,0,0,0,0,0,0
21606,1,1,1,0,0,0
21607,0,0,0,0,0,0
21609,1,1,0,0,0,0
21610,1,1,1,1,1,0
21612,1,1,0,0,0,0
21613,1,1,0,0,0,0
21615,1,0,0,0,0,0
21616,1,1,0,0,0,0
21617,0,0,0,0,0,0
21618,0,0,0,0,0,0
21621,0,0,0,0,0,0
21623,1,0,0,0,0,0
21626,0,0,0,0,0,0
21628,1,1,0,0,0,0
21630,1,1,1,0,0,0
21631,0,0,0,0,0,0
21633,0,0,0,0,0,0
21634,1,1,0,0,0,0
21635,0,0,0,0,0,0
21636,0,0,0,0,0,0
21637,1,0,0,0,0,0
21638,0,0,0,0,0,0
21640,0,0,0,0,0,0
21641,1,0,0,0,0,0
21642,1,0,0,0,0,0
21643,1,1,1,1,1,0
21644,1,1,0,0,0,0
21645,1,0,0,0,0,0
21647,0,0,0,0,0,0
21648,1,1,0,0,0,0
21649,0,0,0,0,0,0
21651,1,1,1,0,0,0
21654,0,0,0,0,0,0
21655,1,1,0,0,0,0
21656,1,1,0,0,0,0
21660,0,0,0,0,0,0
21662,1,1,1,0,0,0
21663,1,1,1,1,1,0
21665,0,0,0,0,0,0
21666,1,1,1,1,0,0
21667,1,1,1,0,0,0
21668,1,1,0,0,0,0
21672,0,0,0,0,0,0
21673,1,1,0,0,0,0
21676,0,0,0,0,0,0
21679,1,1,0,0,0,0
21680,1,1,0,0,0,0
21681,0,0,0,0,0,0
21682,0,0,0,0,0,0
21683,1,1,1,0,0,0
21684,1,1,0,0,0,0
21686,1,0,0,0,0,0
21687,0,0,0,0,0,0
