time_period,cart_session_id,clicked_to_another_page,placed_order,items_purchased,price_usd
"A. Pre_Cross_Sell",128135,0,0,NULL,NULL
"A. Pre_Cross_Sell",128150,1,1,1,49.99
"A. Pre_Cross_Sell",128152,1,1,1,49.99
"A. Pre_Cross_Sell",128157,0,0,NULL,NULL
"A. Pre_Cross_Sell",128172,0,0,NULL,NULL
"A. Pre_Cross_Sell",128175,1,0,NULL,NULL
"A. Pre_Cross_Sell",128176,1,1,1,49.99
"A. Pre_Cross_Sell",128178,1,1,1,59.99
"A. Pre_Cross_Sell",128179,1,0,NULL,NULL
"A. Pre_Cross_Sell",128190,0,0,NULL,NULL
"A. Pre_Cross_Sell",128193,0,0,NULL,NULL
"A. Pre_Cross_Sell",128208,1,0,NULL,NULL
"A. Pre_Cross_Sell",128224,1,1,1,49.99
"A. Pre_Cross_Sell",128226,0,0,NULL,NULL
"A. Pre_Cross_Sell",128227,1,1,1,49.99
"A. Pre_Cross_Sell",128229,1,1,1,49.99
"A. Pre_Cross_Sell",128236,1,1,1,49.99
"A. Pre_Cross_Sell",128239,1,0,NULL,NULL
"A. Pre_Cross_Sell",128245,0,0,NULL,NULL
"A. Pre_Cross_Sell",128249,0,0,NULL,NULL
"A. Pre_Cross_Sell",128251,0,0,NULL,NULL
"A. Pre_Cross_Sell",128261,1,1,1,49.99
"A. Pre_Cross_Sell",128266,1,0,NULL,NULL
"A. Pre_Cross_Sell",128269,1,0,NULL,NULL
"A. Pre_Cross_Sell",128270,1,0,NULL,NULL
"A. Pre_Cross_Sell",128276,0,0,NULL,NULL
"A. Pre_Cross_Sell",128279,1,1,1,49.99
"A. Pre_Cross_Sell",128281,1,1,1,49.99
"A. Pre_Cross_Sell",128285,0,0,NULL,NULL
"A. Pre_Cross_Sell",128288,1,1,1,59.99
"A. Pre_Cross_Sell",128302,0,0,NULL,NULL
"A. Pre_Cross_Sell",128303,1,0,NULL,NULL
"A. Pre_Cross_Sell",128319,1,0,NULL,NULL
"A. Pre_Cross_Sell",128328,1,1,1,49.99
"A. Pre_Cross_Sell",128330,0,0,NULL,NULL
"A. Pre_Cross_Sell",128345,0,0,NULL,NULL
"A. Pre_Cross_Sell",128353,0,0,NULL,NULL
"A. Pre_Cross_Sell",128373,1,1,1,49.99
"A. Pre_Cross_Sell",128375,0,0,NULL,NULL
"A. Pre_Cross_Sell",128391,1,0,NULL,NULL
"A. Pre_Cross_Sell",128392,1,0,NULL,NULL
"A. Pre_Cross_Sell",128395,1,0,NULL,NULL
"A. Pre_Cross_Sell",128399,1,0,NULL,NULL
"A. Pre_Cross_Sell",128401,0,0,NULL,NULL
"A. Pre_Cross_Sell",128404,1,1,1,49.99
"A. Pre_Cross_Sell",128407,0,0,NULL,NULL
"A. Pre_Cross_Sell",128411,1,1,1,49.99
"A. Pre_Cross_Sell",128415,0,0,NULL,NULL
"A. Pre_Cross_Sell",128426,1,1,1,49.99
"A. Pre_Cross_Sell",128429,1,1,1,49.99
"A. Pre_Cross_Sell",128434,1,0,NULL,NULL
"A. Pre_Cross_Sell",128435,0,0,NULL,NULL
"A. Pre_Cross_Sell",128450,0,0,NULL,NULL
"A. Pre_Cross_Sell",128467,1,0,NULL,NULL
"A. Pre_Cross_Sell",128475,0,0,NULL,NULL
"A. Pre_Cross_Sell",128479,1,0,NULL,NULL
"A. Pre_Cross_Sell",128485,0,0,NULL,NULL
"A. Pre_Cross_Sell",128497,0,0,NULL,NULL
"A. Pre_Cross_Sell",128499,0,0,NULL,NULL
"A. Pre_Cross_Sell",128500,1,0,NULL,NULL
"A. Pre_Cross_Sell",128501,1,1,1,59.99
"A. Pre_Cross_Sell",128502,1,1,1,59.99
"A. Pre_Cross_Sell",128506,0,0,NULL,NULL
"A. Pre_Cross_Sell",128507,1,1,1,49.99
"A. Pre_Cross_Sell",128508,1,1,1,59.99
"A. Pre_Cross_Sell",128518,1,1,1,49.99
"A. Pre_Cross_Sell",128520,0,0,NULL,NULL
"A. Pre_Cross_Sell",128528,1,1,1,49.99
"A. Pre_Cross_Sell",128531,0,0,NULL,NULL
"A. Pre_Cross_Sell",128537,1,1,1,49.99
"A. Pre_Cross_Sell",128539,0,0,NULL,NULL
"A. Pre_Cross_Sell",128547,0,0,NULL,NULL
"A. Pre_Cross_Sell",128559,1,1,1,49.99
"A. Pre_Cross_Sell",128561,0,0,NULL,NULL
"A. Pre_Cross_Sell",128573,0,0,NULL,NULL
"A. Pre_Cross_Sell",128579,0,0,NULL,NULL
"A. Pre_Cross_Sell",128582,0,0,NULL,NULL
"A. Pre_Cross_Sell",128584,1,1,1,49.99
"A. Pre_Cross_Sell",128588,0,0,NULL,NULL
"A. Pre_Cross_Sell",128589,1,0,NULL,NULL
"A. Pre_Cross_Sell",128590,1,0,NULL,NULL
"A. Pre_Cross_Sell",128594,1,1,1,49.99
"A. Pre_Cross_Sell",128596,1,1,1,49.99
"A. Pre_Cross_Sell",128597,1,1,1,49.99
"A. Pre_Cross_Sell",128600,1,1,1,49.99
"A. Pre_Cross_Sell",128611,1,1,1,59.99
"A. Pre_Cross_Sell",128617,1,0,NULL,NULL
"A. Pre_Cross_Sell",128620,0,0,NULL,NULL
"A. Pre_Cross_Sell",128625,0,0,NULL,NULL
"A. Pre_Cross_Sell",128629,1,1,1,49.99
"A. Pre_Cross_Sell",128634,1,0,NULL,NULL
"A. Pre_Cross_Sell",128635,1,0,NULL,NULL
"A. Pre_Cross_Sell",128642,1,0,NULL,NULL
"A. Pre_Cross_Sell",128653,0,0,NULL,NULL
"A. Pre_Cross_Sell",128654,1,0,NULL,NULL
"A. Pre_Cross_Sell",128659,1,1,1,49.99
"A. Pre_Cross_Sell",128664,1,1,1,49.99
"A. Pre_Cross_Sell",128680,1,0,NULL,NULL
"A. Pre_Cross_Sell",128683,1,1,1,49.99
"A. Pre_Cross_Sell",128684,0,0,NULL,NULL
"A. Pre_Cross_Sell",128685,1,1,1,49.99
"A. Pre_Cross_Sell",128704,0,0,NULL,NULL
"A. Pre_Cross_Sell",128705,1,0,NULL,NULL
"A. Pre_Cross_Sell",128709,0,0,NULL,NULL
"A. Pre_Cross_Sell",128717,1,1,1,49.99
"A. Pre_Cross_Sell",128725,1,1,1,49.99
"A. Pre_Cross_Sell",128735,1,1,1,49.99
"A. Pre_Cross_Sell",128736,0,0,NULL,NULL
"A. Pre_Cross_Sell",128757,0,0,NULL,NULL
"A. Pre_Cross_Sell",128760,0,0,NULL,NULL
"A. Pre_Cross_Sell",128763,1,1,1,49.99
"A. Pre_Cross_Sell",128764,1,1,1,59.99
"A. Pre_Cross_Sell",128766,1,0,NULL,NULL
"A. Pre_Cross_Sell",128767,0,0,NULL,NULL
"A. Pre_Cross_Sell",128775,0,0,NULL,NULL
"A. Pre_Cross_Sell",128783,1,0,NULL,NULL
"A. Pre_Cross_Sell",128790,1,1,1,49.99
"A. Pre_Cross_Sell",128792,1,0,NULL,NULL
"A. Pre_Cross_Sell",128794,1,1,1,49.99
"A. Pre_Cross_Sell",128797,1,0,NULL,NULL
"A. Pre_Cross_Sell",128800,1,1,1,49.99
"A. Pre_Cross_Sell",128815,1,1,1,49.99
"A. Pre_Cross_Sell",128816,1,0,NULL,NULL
"A. Pre_Cross_Sell",128817,1,1,1,49.99
"A. Pre_Cross_Sell",128845,0,0,NULL,NULL
"A. Pre_Cross_Sell",128849,1,0,NULL,NULL
"A. Pre_Cross_Sell",128861,1,1,1,49.99
"A. Pre_Cross_Sell",128864,1,0,NULL,NULL
"A. Pre_Cross_Sell",128866,0,0,NULL,NULL
"A. Pre_Cross_Sell",128867,1,0,NULL,NULL
"A. Pre_Cross_Sell",128874,1,1,1,49.99
"A. Pre_Cross_Sell",128879,0,0,NULL,NULL
"A. Pre_Cross_Sell",128882,1,0,NULL,NULL
"A. Pre_Cross_Sell",128885,0,0,NULL,NULL
"A. Pre_Cross_Sell",128890,1,0,NULL,NULL
"A. Pre_Cross_Sell",128891,0,0,NULL,NULL
"A. Pre_Cross_Sell",128893,0,0,NULL,NULL
"A. Pre_Cross_Sell",128896,1,1,1,49.99
"A. Pre_Cross_Sell",128900,0,0,NULL,NULL
"A. Pre_Cross_Sell",128902,1,0,NULL,NULL
"A. Pre_Cross_Sell",128904,0,0,NULL,NULL
"A. Pre_Cross_Sell",128913,1,0,NULL,NULL
"A. Pre_Cross_Sell",128919,0,0,NULL,NULL
"A. Pre_Cross_Sell",128922,0,0,NULL,NULL
"A. Pre_Cross_Sell",128925,0,0,NULL,NULL
"A. Pre_Cross_Sell",128932,1,1,1,59.99
"A. Pre_Cross_Sell",128935,0,0,NULL,NULL
"A. Pre_Cross_Sell",128937,1,1,1,49.99
"A. Pre_Cross_Sell",128942,1,0,NULL,NULL
"A. Pre_Cross_Sell",128943,0,0,NULL,NULL
"A. Pre_Cross_Sell",128952,1,1,1,49.99
"A. Pre_Cross_Sell",128953,1,1,1,59.99
"A. Pre_Cross_Sell",128954,1,1,1,49.99
"A. Pre_Cross_Sell",128959,1,1,1,49.99
"A. Pre_Cross_Sell",128960,1,0,NULL,NULL
"A. Pre_Cross_Sell",128966,1,1,1,49.99
"A. Pre_Cross_Sell",128967,1,0,NULL,NULL
"A. Pre_Cross_Sell",128968,1,1,1,49.99
"A. Pre_Cross_Sell",128986,1,1,1,49.99
"A. Pre_Cross_Sell",128988,0,0,NULL,NULL
"A. Pre_Cross_Sell",128994,1,0,NULL,NULL
"A. Pre_Cross_Sell",128997,1,1,1,49.99
"A. Pre_Cross_Sell",129007,1,1,1,49.99
"A. Pre_Cross_Sell",129009,1,0,NULL,NULL
"A. Pre_Cross_Sell",129010,0,0,NULL,NULL
"A. Pre_Cross_Sell",129018,1,0,NULL,NULL
"A. Pre_Cross_Sell",129022,1,0,NULL,NULL
"A. Pre_Cross_Sell",129023,1,1,1,49.99
"A. Pre_Cross_Sell",129030,0,0,NULL,NULL
"A. Pre_Cross_Sell",129040,1,1,1,59.99
"A. Pre_Cross_Sell",129042,0,0,NULL,NULL
"A. Pre_Cross_Sell",129043,1,0,NULL,NULL
"A. Pre_Cross_Sell",129058,1,1,1,49.99
"A. Pre_Cross_Sell",129062,1,1,1,49.99
"A. Pre_Cross_Sell",129071,1,1,1,49.99
"A. Pre_Cross_Sell",129073,1,1,1,49.99
"A. Pre_Cross_Sell",129078,1,0,NULL,NULL
"A. Pre_Cross_Sell",129082,1,1,1,49.99
"A. Pre_Cross_Sell",129084,1,0,NULL,NULL
"A. Pre_Cross_Sell",129095,1,0,NULL,NULL
"A. Pre_Cross_Sell",129103,1,0,NULL,NULL
"A. Pre_Cross_Sell",129109,1,0,NULL,NULL
"A. Pre_Cross_Sell",129122,0,0,NULL,NULL
"A. Pre_Cross_Sell",129129,1,0,NULL,NULL
"A. Pre_Cross_Sell",129130,1,1,1,49.99
"A. Pre_Cross_Sell",129133,1,0,NULL,NULL
"A. Pre_Cross_Sell",129134,1,0,NULL,NULL
"A. Pre_Cross_Sell",129143,0,0,NULL,NULL
"A. Pre_Cross_Sell",129149,1,0,NULL,NULL
"A. Pre_Cross_Sell",129157,0,0,NULL,NULL
"A. Pre_Cross_Sell",129175,1,0,NULL,NULL
"A. Pre_Cross_Sell",129190,0,0,NULL,NULL
"A. Pre_Cross_Sell",129199,1,0,NULL,NULL
"A. Pre_Cross_Sell",129205,0,0,NULL,NULL
"A. Pre_Cross_Sell",129206,1,1,1,49.99
"A. Pre_Cross_Sell",129207,1,0,NULL,NULL
"A. Pre_Cross_Sell",129211,0,0,NULL,NULL
"A. Pre_Cross_Sell",129221,1,1,1,49.99
"A. Pre_Cross_Sell",129229,1,1,1,59.99
"A. Pre_Cross_Sell",129230,1,1,1,49.99
"A. Pre_Cross_Sell",129232,1,0,NULL,NULL
"A. Pre_Cross_Sell",129235,1,1,1,49.99
"A. Pre_Cross_Sell",129253,0,0,NULL,NULL
"A. Pre_Cross_Sell",129265,1,1,1,49.99
"A. Pre_Cross_Sell",129266,0,0,NULL,NULL
"A. Pre_Cross_Sell",129271,1,1,1,49.99
"A. Pre_Cross_Sell",129274,0,0,NULL,NULL
"A. Pre_Cross_Sell",129279,1,0,NULL,NULL
"A. Pre_Cross_Sell",129280,0,0,NULL,NULL
"A. Pre_Cross_Sell",129298,1,1,1,49.99
"A. Pre_Cross_Sell",129299,1,1,1,49.99
"A. Pre_Cross_Sell",129300,0,0,NULL,NULL
"A. Pre_Cross_Sell",129302,0,0,NULL,NULL
"A. Pre_Cross_Sell",129304,1,0,NULL,NULL
"A. Pre_Cross_Sell",129315,1,0,NULL,NULL
"A. Pre_Cross_Sell",129321,0,0,NULL,NULL
"A. Pre_Cross_Sell",129326,0,0,NULL,NULL
"A. Pre_Cross_Sell",129329,0,0,NULL,NULL
"A. Pre_Cross_Sell",129335,0,0,NULL,NULL
"A. Pre_Cross_Sell",129345,1,0,NULL,NULL
"A. Pre_Cross_Sell",129347,0,0,NULL,NULL
"A. Pre_Cross_Sell",129349,0,0,NULL,NULL
"A. Pre_Cross_Sell",129350,1,1,1,49.99
"A. Pre_Cross_Sell",129352,0,0,NULL,NULL
"A. Pre_Cross_Sell",129353,1,1,1,49.99
"A. Pre_Cross_Sell",129357,0,0,NULL,NULL
"A. Pre_Cross_Sell",129363,0,0,NULL,NULL
"A. Pre_Cross_Sell",129364,0,0,NULL,NULL
"A. Pre_Cross_Sell",129365,1,0,NULL,NULL
"A. Pre_Cross_Sell",129366,1,1,1,49.99
"A. Pre_Cross_Sell",129368,0,0,NULL,NULL
"A. Pre_Cross_Sell",129378,0,0,NULL,NULL
"A. Pre_Cross_Sell",129380,0,0,NULL,NULL
"A. Pre_Cross_Sell",129386,0,0,NULL,NULL
"A. Pre_Cross_Sell",129389,0,0,NULL,NULL
"A. Pre_Cross_Sell",129390,1,0,NULL,NULL
"A. Pre_Cross_Sell",129393,0,0,NULL,NULL
"A. Pre_Cross_Sell",129401,1,1,1,49.99
"A. Pre_Cross_Sell",129402,0,0,NULL,NULL
"A. Pre_Cross_Sell",129403,0,0,NULL,NULL
"A. Pre_Cross_Sell",129413,1,0,NULL,NULL
"A. Pre_Cross_Sell",129415,1,1,1,49.99
"A. Pre_Cross_Sell",129417,1,0,NULL,NULL
"A. Pre_Cross_Sell",129429,1,0,NULL,NULL
"A. Pre_Cross_Sell",129445,0,0,NULL,NULL
"A. Pre_Cross_Sell",129448,1,1,1,49.99
"A. Pre_Cross_Sell",129449,1,0,NULL,NULL
"A. Pre_Cross_Sell",129452,1,1,1,49.99
"A. Pre_Cross_Sell",129458,0,0,NULL,NULL
"A. Pre_Cross_Sell",129459,1,0,NULL,NULL
"A. Pre_Cross_Sell",129468,1,0,NULL,NULL
"A. Pre_Cross_Sell",129470,1,1,1,49.99
"A. Pre_Cross_Sell",129472,1,0,NULL,NULL
"A. Pre_Cross_Sell",129479,1,0,NULL,NULL
"A. Pre_Cross_Sell",129480,0,0,NULL,NULL
"A. Pre_Cross_Sell",129486,0,0,NULL,NULL
"A. Pre_Cross_Sell",129489,1,1,1,49.99
"A. Pre_Cross_Sell",129492,1,1,1,49.99
"A. Pre_Cross_Sell",129494,1,1,1,59.99
"A. Pre_Cross_Sell",129500,1,1,1,49.99
"A. Pre_Cross_Sell",129501,1,1,1,49.99
"A. Pre_Cross_Sell",129516,1,1,1,49.99
"A. Pre_Cross_Sell",129517,1,1,1,49.99
"A. Pre_Cross_Sell",129518,1,1,1,49.99
"A. Pre_Cross_Sell",129520,1,0,NULL,NULL
"A. Pre_Cross_Sell",129526,0,0,NULL,NULL
"A. Pre_Cross_Sell",129527,0,0,NULL,NULL
"A. Pre_Cross_Sell",129529,0,0,NULL,NULL
"A. Pre_Cross_Sell",129532,1,0,NULL,NULL
"A. Pre_Cross_Sell",129549,0,0,NULL,NULL
"A. Pre_Cross_Sell",129555,1,1,1,49.99
"A. Pre_Cross_Sell",129562,1,0,NULL,NULL
"A. Pre_Cross_Sell",129573,1,1,1,49.99
"A. Pre_Cross_Sell",129576,1,1,1,49.99
"A. Pre_Cross_Sell",129578,1,0,NULL,NULL
"A. Pre_Cross_Sell",129593,0,0,NULL,NULL
"A. Pre_Cross_Sell",129598,0,0,NULL,NULL
"A. Pre_Cross_Sell",129603,1,1,1,49.99
"A. Pre_Cross_Sell",129604,1,1,1,49.99
"A. Pre_Cross_Sell",129611,0,0,NULL,NULL
"A. Pre_Cross_Sell",129622,1,1,1,49.99
"A. Pre_Cross_Sell",129625,1,0,NULL,NULL
"A. Pre_Cross_Sell",129626,1,0,NULL,NULL
"A. Pre_Cross_Sell",129632,0,0,NULL,NULL
"A. Pre_Cross_Sell",129634,0,0,NULL,NULL
"A. Pre_Cross_Sell",129643,1,0,NULL,NULL
"A. Pre_Cross_Sell",129645,1,1,1,49.99
"A. Pre_Cross_Sell",129654,1,1,1,49.99
"A. Pre_Cross_Sell",129655,0,0,NULL,NULL
"A. Pre_Cross_Sell",129661,1,0,NULL,NULL
"A. Pre_Cross_Sell",129663,1,1,1,49.99
"A. Pre_Cross_Sell",129666,1,1,1,49.99
"A. Pre_Cross_Sell",129679,1,0,NULL,NULL
"A. Pre_Cross_Sell",129686,1,0,NULL,NULL
"A. Pre_Cross_Sell",129703,0,0,NULL,NULL
"A. Pre_Cross_Sell",129705,1,0,NULL,NULL
"A. Pre_Cross_Sell",129718,1,1,1,49.99
"A. Pre_Cross_Sell",129727,1,1,1,49.99
"A. Pre_Cross_Sell",129731,0,0,NULL,NULL
"A. Pre_Cross_Sell",129732,1,1,1,49.99
"A. Pre_Cross_Sell",129734,1,0,NULL,NULL
"A. Pre_Cross_Sell",129735,0,0,NULL,NULL
"A. Pre_Cross_Sell",129739,0,0,NULL,NULL
"A. Pre_Cross_Sell",129745,0,0,NULL,NULL
"A. Pre_Cross_Sell",129747,1,1,1,49.99
"A. Pre_Cross_Sell",129749,1,1,1,59.99
"A. Pre_Cross_Sell",129751,1,0,NULL,NULL
"A. Pre_Cross_Sell",129753,1,1,1,49.99
"A. Pre_Cross_Sell",129758,1,1,1,49.99
"A. Pre_Cross_Sell",129766,0,0,NULL,NULL
"A. Pre_Cross_Sell",129773,1,0,NULL,NULL
"A. Pre_Cross_Sell",129791,0,0,NULL,NULL
"A. Pre_Cross_Sell",129793,1,0,NULL,NULL
"A. Pre_Cross_Sell",129797,1,0,NULL,NULL
"A. Pre_Cross_Sell",129802,1,1,1,49.99
"A. Pre_Cross_Sell",129812,0,0,NULL,NULL
"A. Pre_Cross_Sell",129814,1,1,1,49.99
"A. Pre_Cross_Sell",129816,1,0,NULL,NULL
"A. Pre_Cross_Sell",129822,0,0,NULL,NULL
"A. Pre_Cross_Sell",129827,0,0,NULL,NULL
"A. Pre_Cross_Sell",129829,1,1,1,49.99
"A. Pre_Cross_Sell",129841,1,1,1,49.99
"A. Pre_Cross_Sell",129852,1,0,NULL,NULL
"A. Pre_Cross_Sell",129857,1,1,1,49.99
"A. Pre_Cross_Sell",129858,0,0,NULL,NULL
"A. Pre_Cross_Sell",129863,1,1,1,49.99
"A. Pre_Cross_Sell",129865,1,0,NULL,NULL
"A. Pre_Cross_Sell",129868,0,0,NULL,NULL
"A. Pre_Cross_Sell",129869,1,0,NULL,NULL
"A. Pre_Cross_Sell",129877,0,0,NULL,NULL
"A. Pre_Cross_Sell",129885,0,0,NULL,NULL
"A. Pre_Cross_Sell",129886,0,0,NULL,NULL
"A. Pre_Cross_Sell",129890,0,0,NULL,NULL
"A. Pre_Cross_Sell",129891,0,0,NULL,NULL
"A. Pre_Cross_Sell",129894,1,0,NULL,NULL
"A. Pre_Cross_Sell",129903,1,1,1,49.99
"A. Pre_Cross_Sell",129905,0,0,NULL,NULL
"A. Pre_Cross_Sell",129918,1,1,1,49.99
"A. Pre_Cross_Sell",129922,0,0,NULL,NULL
"A. Pre_Cross_Sell",129923,1,0,NULL,NULL
"A. Pre_Cross_Sell",129932,0,0,NULL,NULL
"A. Pre_Cross_Sell",129936,1,1,1,49.99
"A. Pre_Cross_Sell",129940,1,1,1,49.99
"A. Pre_Cross_Sell",129941,0,0,NULL,NULL
"A. Pre_Cross_Sell",129946,0,0,NULL,NULL
"A. Pre_Cross_Sell",129961,1,1,1,49.99
"A. Pre_Cross_Sell",129965,0,0,NULL,NULL
"A. Pre_Cross_Sell",129970,1,0,NULL,NULL
"A. Pre_Cross_Sell",129979,1,0,NULL,NULL
"A. Pre_Cross_Sell",129989,0,0,NULL,NULL
"A. Pre_Cross_Sell",129993,0,0,NULL,NULL
"A. Pre_Cross_Sell",129999,1,0,NULL,NULL
"A. Pre_Cross_Sell",130007,1,1,1,49.99
"A. Pre_Cross_Sell",130018,0,0,NULL,NULL
"A. Pre_Cross_Sell",130022,0,0,NULL,NULL
"A. Pre_Cross_Sell",130034,0,0,NULL,NULL
"A. Pre_Cross_Sell",130035,1,1,1,49.99
"A. Pre_Cross_Sell",130039,1,1,1,49.99
"A. Pre_Cross_Sell",130041,1,0,NULL,NULL
"A. Pre_Cross_Sell",130053,0,0,NULL,NULL
"A. Pre_Cross_Sell",130057,1,1,1,59.99
"A. Pre_Cross_Sell",130060,1,0,NULL,NULL
"A. Pre_Cross_Sell",130061,1,0,NULL,NULL
"A. Pre_Cross_Sell",130066,1,0,NULL,NULL
"A. Pre_Cross_Sell",130069,1,0,NULL,NULL
"A. Pre_Cross_Sell",130070,1,1,1,49.99
"A. Pre_Cross_Sell",130074,1,1,1,49.99
"A. Pre_Cross_Sell",130084,0,0,NULL,NULL
"A. Pre_Cross_Sell",130085,1,0,NULL,NULL
"A. Pre_Cross_Sell",130088,1,0,NULL,NULL
"A. Pre_Cross_Sell",130108,1,1,1,49.99
"A. Pre_Cross_Sell",130111,0,0,NULL,NULL
"A. Pre_Cross_Sell",130121,0,0,NULL,NULL
"A. Pre_Cross_Sell",130128,0,0,NULL,NULL
"A. Pre_Cross_Sell",130148,1,1,1,49.99
"A. Pre_Cross_Sell",130162,1,0,NULL,NULL
"A. Pre_Cross_Sell",130163,1,1,1,49.99
"A. Pre_Cross_Sell",130171,0,0,NULL,NULL
"A. Pre_Cross_Sell",130172,0,0,NULL,NULL
"A. Pre_Cross_Sell",130173,1,1,1,49.99
"A. Pre_Cross_Sell",130179,0,0,NULL,NULL
"A. Pre_Cross_Sell",130181,0,0,NULL,NULL
"A. Pre_Cross_Sell",130187,0,0,NULL,NULL
"A. Pre_Cross_Sell",130192,0,0,NULL,NULL
"A. Pre_Cross_Sell",130195,1,1,1,49.99
"A. Pre_Cross_Sell",130200,0,0,NULL,NULL
"A. Pre_Cross_Sell",130213,1,1,1,49.99
"A. Pre_Cross_Sell",130221,0,0,NULL,NULL
"A. Pre_Cross_Sell",130224,1,1,1,59.99
"A. Pre_Cross_Sell",130227,0,0,NULL,NULL
"A. Pre_Cross_Sell",130232,1,1,1,49.99
"A. Pre_Cross_Sell",130244,0,0,NULL,NULL
"A. Pre_Cross_Sell",130245,1,1,1,49.99
"A. Pre_Cross_Sell",130247,0,0,NULL,NULL
"A. Pre_Cross_Sell",130250,1,1,1,49.99
"A. Pre_Cross_Sell",130256,1,1,1,59.99
"A. Pre_Cross_Sell",130261,1,1,1,49.99
"A. Pre_Cross_Sell",130263,0,0,NULL,NULL
"A. Pre_Cross_Sell",130269,0,0,NULL,NULL
"A. Pre_Cross_Sell",130271,1,1,1,49.99
"A. Pre_Cross_Sell",130273,1,0,NULL,NULL
"A. Pre_Cross_Sell",130274,1,1,1,49.99
"A. Pre_Cross_Sell",130277,1,0,NULL,NULL
"A. Pre_Cross_Sell",130279,1,0,NULL,NULL
"A. Pre_Cross_Sell",130287,0,0,NULL,NULL
"A. Pre_Cross_Sell",130295,1,1,1,49.99
"A. Pre_Cross_Sell",130297,1,1,1,59.99
"A. Pre_Cross_Sell",130300,1,1,1,49.99
"A. Pre_Cross_Sell",130304,1,0,NULL,NULL
"A. Pre_Cross_Sell",130308,0,0,NULL,NULL
"A. Pre_Cross_Sell",130320,1,0,NULL,NULL
"A. Pre_Cross_Sell",130324,1,0,NULL,NULL
"A. Pre_Cross_Sell",130328,1,0,NULL,NULL
"A. Pre_Cross_Sell",130332,1,1,1,49.99
"A. Pre_Cross_Sell",130337,1,1,1,59.99
"A. Pre_Cross_Sell",130338,1,0,NULL,NULL
"A. Pre_Cross_Sell",130341,1,0,NULL,NULL
"A. Pre_Cross_Sell",130345,1,1,1,59.99
"A. Pre_Cross_Sell",130346,1,1,1,49.99
"A. Pre_Cross_Sell",130351,0,0,NULL,NULL
"A. Pre_Cross_Sell",130353,1,1,1,49.99
"A. Pre_Cross_Sell",130355,1,0,NULL,NULL
"A. Pre_Cross_Sell",130357,1,0,NULL,NULL
"A. Pre_Cross_Sell",130358,1,0,NULL,NULL
"A. Pre_Cross_Sell",130359,1,1,1,49.99
"A. Pre_Cross_Sell",130363,1,1,1,49.99
"A. Pre_Cross_Sell",130365,1,1,1,49.99
"A. Pre_Cross_Sell",130368,1,1,1,49.99
"A. Pre_Cross_Sell",130372,1,0,NULL,NULL
"A. Pre_Cross_Sell",130381,1,0,NULL,NULL
"A. Pre_Cross_Sell",130384,1,0,NULL,NULL
"A. Pre_Cross_Sell",130387,1,1,1,49.99
"A. Pre_Cross_Sell",130392,0,0,NULL,NULL
"A. Pre_Cross_Sell",130396,0,0,NULL,NULL
"A. Pre_Cross_Sell",130426,0,0,NULL,NULL
"A. Pre_Cross_Sell",130429,0,0,NULL,NULL
"A. Pre_Cross_Sell",130437,1,0,NULL,NULL
"A. Pre_Cross_Sell",130439,1,1,1,49.99
"A. Pre_Cross_Sell",130445,1,0,NULL,NULL
"A. Pre_Cross_Sell",130446,1,1,1,49.99
"A. Pre_Cross_Sell",130453,1,0,NULL,NULL
"A. Pre_Cross_Sell",130454,1,0,NULL,NULL
"A. Pre_Cross_Sell",130457,1,1,1,49.99
"A. Pre_Cross_Sell",130478,1,1,1,49.99
"A. Pre_Cross_Sell",130480,0,0,NULL,NULL
"A. Pre_Cross_Sell",130487,1,1,1,49.99
"A. Pre_Cross_Sell",130490,1,1,1,49.99
"A. Pre_Cross_Sell",130492,1,1,1,59.99
"A. Pre_Cross_Sell",130499,1,1,1,49.99
"A. Pre_Cross_Sell",130508,1,0,NULL,NULL
"A. Pre_Cross_Sell",130511,1,0,NULL,NULL
"A. Pre_Cross_Sell",130513,1,0,NULL,NULL
"A. Pre_Cross_Sell",130520,1,0,NULL,NULL
"A. Pre_Cross_Sell",130525,0,0,NULL,NULL
"A. Pre_Cross_Sell",130539,1,1,1,49.99
"A. Pre_Cross_Sell",130557,1,1,1,49.99
"A. Pre_Cross_Sell",130574,1,0,NULL,NULL
"A. Pre_Cross_Sell",130582,1,0,NULL,NULL
"A. Pre_Cross_Sell",130590,0,0,NULL,NULL
"A. Pre_Cross_Sell",130592,1,1,1,49.99
"A. Pre_Cross_Sell",130602,1,0,NULL,NULL
"A. Pre_Cross_Sell",130603,1,0,NULL,NULL
"A. Pre_Cross_Sell",130604,1,1,1,49.99
"A. Pre_Cross_Sell",130606,1,0,NULL,NULL
"A. Pre_Cross_Sell",130608,1,0,NULL,NULL
"A. Pre_Cross_Sell",130609,1,0,NULL,NULL
"A. Pre_Cross_Sell",130612,0,0,NULL,NULL
"A. Pre_Cross_Sell",130618,1,0,NULL,NULL
"A. Pre_Cross_Sell",130626,1,1,1,49.99
"A. Pre_Cross_Sell",130633,1,0,NULL,NULL
"A. Pre_Cross_Sell",130643,0,0,NULL,NULL
"A. Pre_Cross_Sell",130645,1,0,NULL,NULL
"A. Pre_Cross_Sell",130651,1,1,1,49.99
"A. Pre_Cross_Sell",130652,1,1,1,59.99
"A. Pre_Cross_Sell",130658,0,0,NULL,NULL
"A. Pre_Cross_Sell",130659,0,0,NULL,NULL
