website_session_id,first_pageview_id,count_pageviews
13373,27084,3
13375,27090,1
13377,27092,1
13378,27093,1
13379,27094,2
13380,27096,6
13381,27102,2
13383,27106,1
13384,27107,1
13385,27108,1
13386,27109,3
13387,27112,3
13388,27115,1
13389,27116,1
13390,27117,1
13392,27121,1
13393,27122,1
13394,27123,6
13395,27124,1
13396,27130,1
13398,27133,1
13399,27134,3
13400,27137,3
13401,27138,1
13402,27141,1
13403,27142,2
13404,27144,1
13405,27145,1
13406,27146,3
13407,27149,1
13408,27150,2
13409,27152,2
13410,27153,3
13416,27169,1
13417,27170,2
13418,27172,1
13419,27173,2
13420,27175,4
13421,27179,1
13422,27180,2
13423,27182,1
13424,27183,3
13425,27185,1
13426,27187,2
13427,27189,1
13428,27190,1
13429,27191,1
13430,27192,2
13431,27194,2
13432,27195,4
13433,27200,1
13434,27201,4
13435,27203,2
13436,27207,5
13437,27208,1
13438,27213,1
13439,27214,3
13440,27217,3
13441,27218,1
13442,27219,1
13443,27221,1
13444,27223,4
13445,27225,2
13446,27226,1
13447,27229,1
13448,27231,1
13449,27232,1
13451,27234,1
13452,27235,1
13453,27237,5
13454,27243,1
13455,27244,1
13456,27245,1
13457,27246,6
13458,27248,1
13459,27252,6
13460,27254,7
13461,27259,3
13462,27261,1
13463,27269,1
13464,27271,1
13465,27272,3
13466,27273,1
13467,27276,1
13468,27277,1
13470,27280,2
13471,27281,2
13472,27284,1
13473,27285,1
13474,27286,1
13475,27287,3
13476,27288,1
13477,27291,1
13478,27292,4
13479,27294,1
13480,27297,1
13481,27298,1
13482,27299,1
13483,27300,1
13484,27301,1
13486,27303,1
13487,27304,3
13488,27307,1
13489,27308,1
13491,27310,2
13492,27312,1
13493,27313,1
13494,27314,7
13496,27319,1
13497,27320,4
13498,27322,1
13499,27327,1
13500,27330,5
13501,27335,6
13503,27337,2
13504,27340,4
13505,27341,1
13506,27345,1
13507,27348,1
13508,27350,6
13509,27352,4
13510,27354,7
13511,27357,2
13512,27358,5
13513,27371,1
13515,27376,1
13516,27378,1
13517,27379,2
13518,27381,1
13519,27382,1
13520,27383,1
13521,27384,3
13522,27387,1
13523,27388,1
13525,27390,1
13526,27392,1
13527,27393,1
13528,27394,1
13529,27395,1
13530,27396,3
13531,27399,1
13533,27401,1
13534,27402,2
13535,27405,1
13536,27406,1
13537,27407,3
13538,27410,1
13539,27411,2
13540,27413,1
13541,27414,1
13542,27415,2
13543,27417,1
13544,27418,2
13545,27420,1
13546,27421,1
13547,27422,2
13549,27427,1
13550,27428,3
13551,27431,1
13552,27432,1
13553,27433,3
13555,27437,2
13556,27439,3
13557,27442,1
13559,27445,3
13561,27449,1
13563,27453,2
13564,27455,1
13565,27456,2
13566,27458,1
13567,27459,1
13568,27460,2
13569,27462,1
13570,27463,1
13571,27464,7
13572,27466,1
13573,27467,3
13574,27475,1
13575,27476,3
13576,27479,1
13577,27480,1
13579,27482,1
13580,27483,1
13581,27484,1
13583,27487,1
13584,27488,1
13586,27491,1
13587,27492,1
13588,27493,1
13589,27494,1
13590,27495,6
13591,27496,7
13593,27509,3
13595,27512,1
13597,27516,1
13598,27517,3
13599,27519,1
13600,27520,1
13601,27521,1
13602,27522,1
13603,27524,1
13604,27525,1
13605,27526,4
13606,27527,1
13607,27528,1
13608,27532,1
13609,27533,3
13610,27536,3
13611,27538,1
13615,27545,1
13616,27547,1
13617,27550,1
13619,27553,3
13620,27555,3
13622,27560,1
13623,27561,1
13624,27562,3
13625,27564,1
13626,27565,5
13627,27566,1
13628,27570,1
13629,27573,6
13630,27574,1
13631,27575,3
13632,27576,3
13633,27584,3
13634,27589,1
13635,27590,3
13636,27591,1
13638,27595,3
13639,27597,1
13640,27601,3
13641,27605,1
13643,27607,6
13644,27608,1
13645,27611,3
13646,27613,3
13647,27621,1
13648,27626,1
13649,27627,2
13650,27628,6
13651,27629,1
13652,27636,1
13653,27637,1
13654,27638,3
13656,27644,1
13657,27645,1
13658,27646,1
13659,27647,1
13660,27648,1
13661,27649,3
13662,27650,1
13663,27653,7
13664,27654,2
13665,27656,1
13666,27661,1
13667,27664,3
13669,27669,1
13670,27670,2
13671,27672,1
13672,27673,2
13673,27674,1
13674,27676,3
13675,27677,1
13676,27679,6
13677,27684,1
13678,27687,1
13679,27688,1
13680,27689,5
13681,27690,1
13682,27692,1
13683,27693,1
13685,27699,1
13686,27701,3
13687,27704,4
13688,27705,6
13689,27706,3
13690,27710,1
13693,27721,1
13695,27726,1
13696,27732,1
13697,27733,5
13699,27743,1
13700,27744,1
13701,27745,1
13702,27746,1
13703,27747,3
13704,27750,1
13705,27751,6
13706,27753,2
13707,27756,3
13708,27758,6
13712,27777,1
13713,27778,1
13714,27779,1
13715,27780,3
13716,27783,1
13718,27785,3
13719,27788,1
13720,27789,3
13724,27800,1
13725,27801,1
13726,27802,7
13727,27809,5
13728,27814,1
13729,27815,2
13730,27817,1
13731,27818,3
13732,27821,1
13733,27822,1
13734,27823,1
13735,27824,1
13736,27825,3
13737,27826,1
13738,27829,2
13739,27831,1
13740,27832,6
13741,27834,5
13742,27838,1
13743,27844,1
13744,27845,1
13745,27846,7
13746,27850,1
13747,27853,1
13748,27855,1
13749,27856,1
13750,27857,2
13752,27862,7
13753,27869,3
13755,27879,1
13756,27880,4
13757,27884,1
13758,27885,1
13759,27886,1
13761,27890,1
13762,27891,1
13763,27892,1
13765,27894,3
13766,27895,1
13767,27898,6
13768,27904,1
13769,27905,3
13771,27911,1
13773,27916,1
13774,27917,2
13775,27919,1
13776,27920,1
13777,27921,3
13778,27922,1
13779,27923,1
13780,27925,1
13781,27927,1
13782,27928,7
13783,27934,1
13784,27936,1
13785,27937,1
13786,27938,3
13787,27941,2
13788,27943,1
13789,27944,1
13790,27945,1
13791,27946,4
13792,27948,3
13793,27953,1
13794,27954,2
13795,27956,3
13797,27960,1
13798,27961,1
13799,27962,2
13800,27964,1
13801,27965,3
13802,27968,1
13803,27969,3
13805,27971,1
13806,27975,1
13807,27976,1
13808,27977,6
13809,27981,2
13810,27985,3
13811,27986,1
13812,27989,7
13813,27993,5
13814,27999,1
13815,28002,1
13816,28003,1
13817,28004,3
13818,28007,3
13819,28008,3
13821,28014,1
13822,28015,1
13823,28016,2
13824,28017,1
13825,28019,4
13826,28023,6
13827,28029,5
13828,28031,1
13830,28036,3
13831,28039,4
13832,28043,1
13833,28044,2
13835,28049,1
13836,28050,1
13838,28052,1
13839,28054,3
13840,28057,4
13841,28061,1
13843,28063,7
13844,28075,1
13846,28077,2
13847,28079,1
13848,28080,1
13849,28081,1
13851,28083,1
13852,28084,3
13853,28087,2
13854,28089,1
13855,28090,1
13856,28091,1
13857,28092,7
13858,28099,1
13859,28100,1
13860,28101,1
13862,28103,2
13863,28105,1
13864,28106,1
13865,28107,1
13866,28108,1
13867,28109,1
13868,28110,2
13869,28112,3
13870,28115,3
13871,28118,3
13873,28123,1
13874,28124,1
13876,28127,1
13877,28128,1
13878,28129,1
13879,28130,1
13881,28136,3
13882,28137,3
13883,28139,1
13884,28142,4
13885,28149,1
13886,28150,1
13887,28151,3
13888,28153,1
13889,28155,1
13890,28156,3
13892,28160,1
13893,28161,1
13894,28162,1
13895,28165,1
13896,28167,3
13897,28173,4
13898,28174,1
13899,28175,1
13900,28178,1
13901,28180,1
13902,28181,3
13903,28183,3
13904,28185,3
13905,28187,4
13907,28197,3
13908,28199,6
13909,28206,2
13910,28208,1
13911,28209,2
13912,28211,1
13913,28212,2
13914,28213,1
13915,28215,4
13916,28218,1
13917,28220,1
13918,28221,3
13919,28224,1
13920,28225,1
13921,28226,3
13922,28229,6
13923,28230,3
13924,28234,1
13925,28236,1
13926,28240,3
13927,28241,1
13928,28244,4
13929,28245,4
13931,28253,1
13932,28254,3
13933,28255,1
13934,28258,1
13935,28259,1
13937,28262,3
13938,28265,1
13939,28266,4
13940,28267,1
13941,28268,2
13942,28270,3
13943,28273,1
13944,28276,2
13945,28279,1
13946,28280,2
13947,28282,2
13948,28283,1
13949,28285,7
13950,28292,1
13951,28293,1
13952,28294,2
13953,28295,2
13954,28297,1
13955,28299,1
13956,28300,1
13957,28301,5
13958,28306,1
13959,28307,1
13960,28308,1
13961,28309,3
13962,28312,1
13963,28313,3
13964,28314,1
13965,28316,1
13966,28317,3
13967,28321,1
13968,28322,1
13969,28323,3
13971,28327,2
13973,28330,1
13974,28331,2
13975,28332,7
13976,28335,1
13977,28341,2
13978,28343,1
13979,28344,1
13981,28346,7
13982,28347,1
13984,28355,3
13986,28360,3
13987,28361,1
13988,28364,1
13989,28365,1
13990,28366,1
13991,28367,5
13992,28372,1
13994,28375,3
13995,28376,1
13996,28379,4
13997,28382,2
13998,28385,1
13999,28386,1
14000,28387,3
14001,28388,1
14003,28392,3
14004,28394,2
14005,28399,3
14006,28402,4
14007,28405,1
14008,28407,1
14009,28408,1
14010,28409,3
14011,28412,6
14012,28418,4
14013,28422,2
14014,28423,6
14015,28426,1
14017,28432,1
14018,28438,1
14020,28441,1
14021,28442,1
14022,28443,2
14023,28445,1
14025,28447,1
14026,28448,1
14027,28449,1
14028,28450,1
14029,28451,3
14030,28454,5
14031,28457,1
14032,28460,1
14033,28461,1
14034,28462,1
14035,28463,1
14036,28464,1
14037,28465,6
14039,28472,1
14040,28473,3
14042,28476,1
14043,28477,1
14044,28480,1
14046,28482,1
14047,28483,1
14048,28484,1
14050,28486,1
14051,28488,1
14052,28489,1
14053,28490,1
14054,28492,1
14055,28493,1
14057,28497,1
14058,28498,1
14059,28499,1
14060,28500,2
14061,28502,3
14062,28505,7
14063,28508,4
14064,28516,1
14065,28517,1
14066,28518,3
14067,28521,1
14068,28522,1
14069,28523,1
14070,28524,1
14071,28525,2
14072,28527,1
14073,28528,1
14075,28532,1
14076,28533,1
14077,28534,1
14078,28535,4
14079,28536,2
14080,28541,4
14081,28542,1
14082,28543,1
14083,28547,3
14084,28548,1
14085,28549,1
14086,28551,2
14087,28553,1
14088,28555,2
14089,28557,1
14090,28558,4
14091,28561,6
14092,28564,4
14093,28565,1
14094,28566,1
14095,28574,1
14097,28576,6
14099,28592,6
14100,28594,1
14101,28596,1
14102,28600,1
14103,28601,6
14105,28608,1
14106,28611,3
14107,28614,4
14108,28618,1
14109,28619,1
14110,28620,1
14111,28621,1
14112,28622,1
14114,28624,1
14115,28625,3
14117,28631,1
14118,28632,3
14119,28635,4
14120,28637,1
14121,28640,1
14122,28641,3
14123,28643,1
14124,28645,7
14126,28653,1
14127,28654,2
14128,28656,1
14129,28657,7
14130,28661,1
14131,28665,1
14132,28666,2
14133,28667,4
14134,28672,1
14135,28673,1
14136,28674,4
14137,28678,1
14138,28679,3
14139,28680,4
14140,28684,1
14141,28687,1
14142,28688,1
14143,28689,1
14144,28690,2
14146,28693,2
14147,28695,7
14149,28704,2
14150,28707,1
14151,28708,1
14152,28709,1
14153,28710,2
14154,28712,5
14156,28720,1
14157,28721,7
14158,28728,3
14159,28731,4
14160,28735,1
14161,28736,2
14162,28738,2
14164,28741,1
14165,28742,1
14166,28743,1
14168,28746,3
14169,28750,1
14170,28751,7
14171,28754,3
14172,28760,2
14173,28763,1
14174,28764,5
14175,28769,1
14176,28770,1
14177,28771,6
14178,28773,1
14179,28778,4
14180,28782,2
14182,28785,1
14184,28788,3
14185,28791,1
14186,28792,7
14187,28794,1
14188,28795,1
14189,28801,2
14190,28803,1
14191,28804,4
14192,28808,3
14193,28809,4
14194,28814,1
14195,28816,7
14196,28819,1
14197,28824,6
14198,28830,1
14200,28832,1
14201,28833,1
14202,28834,1
14203,28835,2
14204,28837,3
14205,28840,7
14206,28842,2
14207,28849,1
14208,28850,2
14209,28852,3
14210,28855,1
14211,28856,6
14212,28862,1
14214,28864,1
14215,28865,1
14216,28866,1
14217,28867,1
14218,28868,1
14219,28869,7
14220,28876,2
14221,28877,1
14223,28880,1
14224,28884,1
14225,28885,1
14226,28886,2
14227,28888,1
14228,28889,1
14229,28890,1
14230,28891,2
14231,28893,5
14232,28898,1
14233,28899,1
14234,28900,2
14235,28902,1
14236,28903,1
14237,28904,3
14238,28907,3
14239,28908,2
14240,28912,1
14241,28913,1
14242,28914,1
14243,28915,1
14245,28917,2
14246,28919,1
14247,28920,1
14248,28921,1
14250,28925,3
14251,28928,1
14252,28929,1
14253,28930,1
14254,28931,1
14255,28932,3
14256,28935,1
14257,28936,3
14259,28940,1
14261,28944,3
14262,28945,3
14263,28946,3
14264,28953,1
14266,28955,3
14267,28958,6
14268,28964,6
14269,28970,6
14270,28976,1
14271,28977,4
14272,28981,2
14273,28983,1
14274,28984,1
14276,28987,1
14277,28988,3
14278,28991,3
14279,28994,1
14281,28996,1
14282,28997,1
14283,28998,3
14284,29001,1
14285,29002,3
14286,29005,1
14287,29006,2
14289,29014,7
14290,29019,3
14293,29030,2
14294,29032,5
14295,29035,1
14296,29036,2
14297,29040,6
14298,29045,1
14299,29047,1
14300,29048,3
14301,29051,4
14302,29055,1
14303,29056,1
14304,29057,1
14305,29058,1
14306,29059,4
14307,29063,7
14309,29071,4
14311,29077,2
14313,29080,3
14314,29083,1
14316,29086,6
14317,29088,2
14319,29095,1
14320,29097,1
14321,29099,2
14322,29100,6
14323,29101,1
14324,29105,3
14325,29110,1
14327,29115,5
14328,29116,3
14329,29117,1
14330,29119,1
14331,29120,1
14333,29126,1
14334,29131,3
14336,29135,1
14337,29137,6
14338,29138,1
14339,29139,1
14340,29142,1
14341,29146,1
14342,29147,2
14343,29148,1
14344,29150,1
14345,29151,1
14346,29152,7
14347,29156,1
14348,29158,4
14349,29162,1
14350,29165,1
14352,29169,1
14353,29170,1
14354,29171,7
14355,29172,1
14356,29173,1
14357,29174,7
14358,29182,3
14359,29187,3
14360,29190,1
14362,29197,1
14363,29199,1
14364,29200,6
14365,29201,1
14366,29203,2
14367,29204,1
14368,29206,1
14369,29211,1
14370,29212,1
14371,29213,6
14372,29214,3
14373,29215,1
14374,29217,1
14375,29224,1
14376,29225,3
14377,29226,7
14379,29237,1
14380,29238,1
14381,29239,1
14382,29240,4
14383,29241,7
14384,29248,1
14385,29250,3
14386,29253,1
14387,29256,5
14388,29261,3
14389,29264,1
14390,29265,3
14391,29268,4
14392,29269,1
14393,29271,1
14394,29272,1
14395,29275,4
14396,29276,6
14397,29283,1
14398,29286,6
14400,29295,1
14401,29296,6
14402,29299,1
14403,29303,2
14404,29305,1
14405,29306,2
14406,29308,3
14408,29313,1
14409,29314,1
14410,29315,3
14411,29318,1
14413,29320,1
14414,29321,6
14415,29327,1
14416,29328,1
14417,29329,1
14418,29330,1
14419,29331,3
14420,29334,2
14421,29336,1
14422,29337,1
14423,29338,1
14424,29339,1
14425,29340,1
14426,29341,1
14427,29342,1
14428,29343,1
14429,29344,3
14430,29347,1
14432,29349,1
14433,29350,3
14434,29352,3
14435,29356,4
14436,29360,2
14437,29362,2
14439,29365,3
14440,29368,3
14441,29371,1
14442,29372,6
14443,29378,3
14444,29381,1
14445,29382,1
14447,29385,1
14448,29387,3
14450,29393,4
14451,29397,1
14452,29398,1
14453,29399,4
14454,29401,3
14455,29403,1
14456,29407,1
14457,29408,1
14458,29409,2
14459,29411,1
14460,29412,7
14461,29418,1
14462,29420,7
14463,29424,3
14464,29430,1
14466,29433,3
14467,29436,1
14468,29438,1
14469,29439,1
14470,29440,3
14471,29441,1
14472,29442,2
14473,29446,1
14474,29447,1
14476,29449,7
14479,29456,1
14480,29459,1
14481,29460,6
14482,29466,1
14484,29470,3
14485,29471,1
14486,29474,1
14487,29475,1
14488,29476,1
14489,29477,1
14490,29478,4
14491,29482,2
14492,29483,1
14494,29486,2
14495,29488,3
14496,29491,1
14497,29492,1
14498,29493,3
14500,29497,1
14501,29498,1
14502,29499,1
14503,29500,3
14504,29503,2
14505,29504,2
14506,29507,2
14507,29508,1
14508,29510,3
14509,29512,1
14510,29514,1
14511,29515,1
14512,29516,1
14513,29517,2
14514,29519,2
14515,29521,1
14516,29522,1
14518,29524,1
14519,29525,6
14520,29526,3
14521,29534,2
14522,29536,3
14523,29537,5
14525,29542,1
14526,29548,1
14527,29549,3
14528,29550,1
14529,29553,1
14530,29554,1
14531,29555,2
14532,29557,3
14533,29558,1
14534,29561,6
14536,29570,1
14537,29571,1
14538,29572,3
14539,29575,1
14540,29576,3
14542,29581,3
14544,29586,3
14545,29588,3
14546,29589,1
14547,29591,1
14548,29595,1
14549,29596,6
14550,29599,7
14551,29600,3
14552,29606,1
14553,29609,1
14554,29610,1
14555,29612,1
14556,29614,1
14557,29616,1
14558,29617,1
14559,29619,1
14560,29620,2
14561,29622,1
14562,29623,1
14563,29624,2
14564,29626,7
14566,29636,1
14568,29644,1
14569,29645,1
14571,29647,2
14572,29650,1
14573,29651,2
14574,29653,1
14575,29654,4
14576,29655,1
14577,29659,1
14578,29660,1
14579,29661,1
14581,29665,1
14583,29667,1
14584,29668,1
14585,29669,1
14586,29670,1
14587,29671,1
14588,29672,1
14589,29673,1
14590,29674,1
14591,29675,2
14592,29677,2
14594,29682,6
14595,29688,1
14596,29689,1
14597,29690,1
14598,29691,1
14599,29692,1
14600,29693,1
14602,29695,1
14603,29696,1
14605,29703,1
14606,29705,1
14607,29706,3
14608,29709,2
14609,29711,1
14610,29712,1
14612,29714,1
14613,29715,1
14614,29716,1
14615,29717,1
14616,29718,3
14617,29719,1
14618,29722,2
14619,29724,1
14620,29725,2
14621,29727,2
14622,29728,1
14623,29729,7
14625,29738,4
14626,29739,3
14627,29740,2
14628,29742,1
14629,29748,1
14630,29749,2
14631,29750,1
14632,29752,5
14633,29753,4
14635,29762,1
14636,29765,1
14637,29766,1
14638,29767,3
14639,29770,3
14640,29773,6
14641,29774,1
14642,29777,3
14644,29784,4
14645,29788,1
14647,29790,3
14648,29793,1
14649,29794,2
14651,29797,1
14652,29799,3
14653,29800,3
14654,29804,3
14655,29807,1
14656,29810,1
14658,29813,1
14659,29814,1
14660,29816,1
14662,29824,1
14663,29825,7
14664,29826,2
14665,29831,2
14666,29835,1
14667,29836,1
14668,29838,3
14669,29841,3
14670,29844,1
14671,29845,7
14672,29848,1
14674,29851,2
14675,29854,3
14676,29855,2
14678,29862,7
14679,29867,7
14680,29869,1
14682,29883,1
14683,29884,1
14684,29885,1
14686,29888,4
14687,29889,3
14688,29895,7
14689,29901,4
14690,29904,4
14691,29909,1
14693,29913,1
14694,29914,2
14695,29916,6
14696,29919,1
14698,29924,7
14700,29931,1
14701,29932,2
14702,29935,1
14703,29936,1
14704,29937,1
14705,29938,1
14706,29939,1
14707,29940,2
14708,29941,1
14709,29943,1
14710,29944,1
14712,29946,1
14713,29947,1
14714,29948,6
14715,29950,1
14717,29961,1
14718,29962,1
14720,29964,1
14721,29967,1
14722,29968,3
14723,29969,2
14724,29973,1
14725,29974,5
14727,29980,1
14728,29981,1
14730,29983,1
14731,29986,1
14732,29987,1
14733,29988,1
14734,29989,3
14735,29990,1
14736,29993,2
14737,29995,3
14738,29998,5
14739,30003,1
14740,30004,1
14741,30005,1
14742,30006,3
14743,30009,3
14744,30011,3
14745,30015,1
14746,30016,1
14747,30017,3
14748,30020,3
14749,30021,2
14750,30023,1
14751,30025,2
14753,30030,6
14754,30037,2
14755,30039,1
14756,30040,1
14757,30041,1
14758,30042,5
14760,30048,1
14761,30049,2
14762,30051,1
14763,30052,1
14764,30053,2
14765,30055,6
14766,30061,1
14767,30062,4
14768,30066,1
14769,30067,1
14770,30068,1
14771,30069,2
14774,30076,1
14775,30077,1
14776,30078,3
14777,30081,3
14778,30084,1
14779,30085,1
14781,30089,1
14782,30090,2
14783,30092,1
14784,30093,2
14786,30099,1
14787,30100,2
14788,30102,1
14789,30103,6
14791,30106,3
14793,30114,1
14794,30115,1
14795,30116,2
14796,30118,1
14798,30121,1
14799,30123,1
14800,30125,1
14801,30127,1
14802,30129,1
14803,30130,1
14804,30131,2
14805,30133,1
14806,30134,3
14807,30137,1
14808,30138,1
14809,30139,1
14810,30140,3
14812,30143,1
14813,30146,1
14816,30149,3
14817,30152,1
14818,30153,3
14819,30154,2
14820,30158,1
14821,30159,6
14822,30160,1
14824,30168,1
14825,30169,1
14827,30172,1
14828,30173,1
14829,30174,3
14830,30175,3
14831,30182,1
14832,30183,1
14833,30184,2
14834,30186,1
14835,30187,1
14836,30188,1
14837,30189,2
14838,30190,3
14840,30194,1
14841,30198,1
14842,30199,3
14843,30202,1
14844,30203,3
14845,30206,6
14846,30212,1
14847,30213,6
14849,30215,2
14850,30223,1
14851,30224,1
14852,30225,2
14853,30227,1
14854,30228,2
14855,30229,1
14856,30231,4
14857,30234,1
14858,30236,1
14859,30237,1
14860,30238,2
14861,30240,1
14862,30241,1
14863,30242,1
14865,30245,7
14866,30255,5
14867,30256,1
14868,30257,1
14869,30263,2
14870,30265,1
14872,30267,1
14873,30268,1
14874,30269,1
14875,30270,1
14876,30271,3
14877,30272,1
14878,30274,4
14879,30277,2
14880,30281,3
14881,30283,3
14883,30289,3
14885,30298,4
14886,30300,1
14887,30303,1
14888,30304,1
14889,30305,7
14890,30306,3
14891,30311,1
14892,30314,2
14893,30317,1
14894,30319,2
14895,30321,7
14896,30322,1
14897,30323,2
14899,30329,1
14900,30334,6
14901,30336,6
14904,30356,1
14905,30357,1
14906,30358,3
14907,30361,1
14908,30362,1
14909,30363,2
14910,30365,6
14911,30367,3
14912,30371,1
14913,30375,1
14914,30376,3
14915,30379,1
14916,30380,6
14917,30383,2
14918,30384,7
14920,30395,1
14921,30397,1
14922,30398,3
14923,30400,1
14924,30402,1
14925,30403,1
14926,30404,4
14928,30409,1
14930,30411,1
14931,30415,1
14932,30416,1
14933,30417,2
14934,30419,6
14935,30421,1
14936,30426,1
14937,30427,1
14938,30428,1
14939,30429,1
14940,30430,1
14941,30431,1
14942,30432,1
14943,30433,7
14944,30434,1
14945,30441,2
14946,30443,3
14947,30446,1
14948,30447,3
14949,30450,3
14950,30453,2
14951,30455,3
14952,30457,4
14953,30462,3
14954,30464,1
14955,30466,1
14956,30467,6
14957,30472,1
14958,30474,1
14959,30475,1
14960,30476,7
14961,30479,1
14962,30483,1
14963,30485,3
14965,30489,1
14968,30493,1
14969,30494,2
14970,30496,1
14971,30497,1
14972,30498,4
14974,30503,1
14975,30506,2
14976,30508,3
14977,30509,2
14978,30510,1
14979,30513,7
14980,30516,1
14981,30519,1
14982,30522,1
14983,30524,3
14985,30530,1
14986,30531,1
14987,30532,1
14988,30533,2
14990,30537,3
14991,30538,1
14992,30539,1
14993,30542,1
14995,30544,3
14996,30545,1
14998,30553,1
14999,30554,5
15002,30564,3
15003,30567,3
15004,30569,2
15005,30571,1
15006,30573,1
15007,30574,1
15008,30576,4
15010,30581,1
15011,30582,1
15012,30583,1
15013,30584,1
15014,30585,1
15015,30586,3
15016,30589,1
15017,30590,1
15019,30592,1
15020,30593,3
15021,30594,1
15022,30595,1
15023,30597,1
15025,30600,1
15026,30601,6
15028,30610,1
15029,30611,3
15030,30614,1
15031,30615,1
15032,30616,5
15033,30621,1
15034,30622,1
15035,30623,1
15036,30624,1
15037,30625,3
15038,30628,2
15039,30630,1
15040,30631,2
15041,30632,1
15042,30634,1
15043,30635,1
15044,30636,1
15045,30637,6
15047,30644,2
15048,30645,3
15049,30646,2
15050,30651,2
15052,30659,1
15053,30661,3
15054,30664,1
15055,30665,1
15057,30667,1
15058,30674,1
15059,30675,1
15060,30676,3
15061,30679,4
15062,30683,3
15064,30688,1
15065,30689,1
15066,30690,1
15067,30691,3
15069,30697,3
15070,30700,3
15071,30703,2
15072,30705,3
15073,30708,1
15074,30709,4
15075,30710,2
15077,30718,3
15078,30720,2
15079,30723,2
15080,30724,1
15081,30726,1
15082,30727,1
15083,30728,2
15084,30730,3
15087,30738,1
15088,30739,1
15089,30740,1
15090,30741,2
15091,30743,1
15092,30744,1
15093,30745,1
15095,30752,6
15096,30759,2
15097,30761,2
15098,30763,6
15099,30769,3
15100,30772,3
15101,30774,6
15102,30776,7
15103,30788,7
15104,30795,4
15105,30799,4
15106,30803,3
15107,30806,1
15108,30807,1
15109,30808,1
15110,30809,1
15111,30810,1
15112,30811,1
15113,30812,1
15114,30813,1
15116,30817,1
15117,30818,5
15118,30823,4
15119,30827,1
15120,30828,3
15121,30831,1
15122,30832,3
15123,30835,1
15126,30840,4
15127,30844,1
15130,30852,1
15131,30853,1
15132,30854,1
15133,30855,1
15134,30856,7
15135,30863,1
15136,30864,3
15137,30866,1
15138,30868,1
15139,30869,4
15140,30873,3
15141,30876,1
15142,30877,2
15143,30879,2
15144,30881,2
15145,30883,1
15147,30886,1
15148,30887,6
15149,30893,1
15151,30895,4
15152,30899,1
15153,30900,7
15154,30906,1
15155,30908,1
15156,30909,7
15158,30911,1
15159,30918,6
15160,30920,3
15161,30927,2
15163,30931,1
15164,30932,2
15165,30934,1
15166,30935,1
15167,30936,1
15168,30937,1
15169,30938,1
15171,30942,1
15172,30943,1
15173,30944,7
15174,30949,1
15175,30952,1
15176,30953,4
15177,30957,1
15178,30958,3
15179,30961,4
15180,30965,3
15182,30974,1
15183,30975,2
15184,30976,4
15186,30984,2
15187,30986,3
15188,30989,7
15190,30999,1
15191,31001,2
15194,31008,7
15195,31014,1
15196,31016,1
15197,31017,1
15199,31019,2
15200,31021,1
15201,31022,1
15202,31023,1
15203,31024,3
15206,31029,2
15207,31031,1
15208,31032,1
15209,31033,1
15210,31034,1
15211,31035,1
15212,31036,3
15213,31037,1
15214,31040,1
15215,31041,4
15216,31044,1
15217,31046,2
15218,31048,1
15219,31049,1
15220,31050,3
15221,31053,3
15222,31056,2
15223,31057,2
15224,31060,4
15225,31062,1
15226,31063,1
15227,31066,1
15228,31067,6
15229,31073,1
15230,31074,2
15232,31079,1
15233,31080,1
15234,31081,2
15235,31083,3
15236,31086,3
15237,31089,1
15238,31090,1
15239,31091,3
15241,31096,1
15242,31097,3
15243,31098,1
15244,31101,3
15245,31104,3
15247,31109,1
15248,31110,3
15249,31113,1
15250,31114,1
15251,31115,2
15252,31116,1
15253,31117,3
15254,31120,1
15255,31122,6
15256,31128,1
15257,31129,6
15258,31135,1
15259,31136,6
15260,31142,2
15261,31144,3
15263,31150,7
15264,31154,1
15265,31158,2
15266,31159,2
15268,31163,3
15270,31168,1
15271,31169,1
15272,31172,1
15273,31176,2
15274,31177,2
15275,31178,2
15276,31179,1
15277,31180,4
15278,31186,1
15280,31190,3
15281,31191,6
15283,31201,1
15285,31203,1
15286,31204,1
15287,31205,1
15288,31206,3
15289,31209,1
15290,31210,3
15291,31211,1
15292,31213,7
15293,31216,3
15294,31217,1
15295,31223,1
15296,31226,3
15297,31227,3
15298,31232,3
15299,31235,1
15300,31236,1
15301,31237,2
15302,31239,2
15303,31241,1
15304,31242,1
15305,31243,1
15306,31244,1
15307,31245,3
15308,31247,2
15309,31250,1
15310,31251,4
15311,31252,1
15312,31253,2
15314,31259,1
15315,31262,2
15316,31265,1
15317,31269,3
15318,31272,3
15319,31273,4
15320,31274,1
15321,31280,3
15322,31283,1
15323,31284,3
15324,31286,1
15325,31288,4
15326,31290,2
15327,31292,1
15328,31295,1
15329,31296,1
15330,31297,3
15331,31300,1
15332,31301,2
15333,31302,1
15334,31303,1
15335,31305,2
15336,31307,1
15337,31308,1
15339,31310,7
15340,31312,1
15342,31322,1
15343,31323,7
15344,31325,4
15345,31332,1
15346,31335,2
15347,31337,4
15349,31344,1
15350,31346,1
15351,31347,1
15352,31348,4
15353,31350,6
15354,31357,1
15355,31359,1
15356,31360,3
15357,31361,1
15358,31364,1
15359,31365,1
15360,31366,1
15361,31367,1
15362,31368,3
15363,31371,3
15364,31374,1
15366,31376,7
15367,31383,1
15368,31384,1
15370,31388,1
15371,31389,1
15372,31390,1
15373,31391,6
15374,31397,6
15375,31403,7
