website_session_id,product_seen,cart_made_it,shipping_made_it,billing_made_it,thankyou_made_it
74212,mrfuzzy,0,0,0,0
74216,mrfuzzy,0,0,0,0
74220,mrfuzzy,1,1,1,0
74224,lovebear,0,0,0,0
74225,lovebear,0,0,0,0
74227,mrfuzzy,1,1,1,1
74232,mrfuzzy,0,0,0,0
74235,lovebear,1,1,1,1
74236,mrfuzzy,1,0,0,0
74239,mrfuzzy,0,0,0,0
74240,mrfuzzy,1,0,0,0
74242,mrfuzzy,0,0,0,0
74246,mrfuzzy,0,0,0,0
74249,mrfuzzy,0,0,0,0
74250,mrfuzzy,0,0,0,0
74257,mrfuzzy,0,0,0,0
74259,mrfuzzy,0,0,0,0
74260,mrfuzzy,0,0,0,0
74262,mrfuzzy,1,0,0,0
74263,mrfuzzy,0,0,0,0
74265,mrfuzzy,1,0,0,0
74266,mrfuzzy,0,0,0,0
74272,mrfuzzy,1,0,0,0
74274,mrfuzzy,0,0,0,0
74279,mrfuzzy,1,0,0,0
74277,mrfuzzy,0,0,0,0
74281,mrfuzzy,1,1,1,1
74283,mrfuzzy,0,0,0,0
74284,mrfuzzy,1,1,0,0
74285,mrfuzzy,1,1,1,0
74287,mrfuzzy,1,0,0,0
74288,mrfuzzy,0,0,0,0
74294,mrfuzzy,1,0,0,0
74296,mrfuzzy,0,0,0,0
74295,mrfuzzy,1,1,1,1
74301,mrfuzzy,0,0,0,0
74303,mrfuzzy,1,1,0,0
74305,mrfuzzy,1,1,0,0
74307,mrfuzzy,1,0,0,0
74306,mrfuzzy,0,0,0,0
74310,mrfuzzy,0,0,0,0
74309,mrfuzzy,0,0,0,0
74311,lovebear,0,0,0,0
74318,mrfuzzy,1,1,1,0
74319,mrfuzzy,0,0,0,0
74324,mrfuzzy,0,0,0,0
74326,mrfuzzy,1,1,1,1
74332,mrfuzzy,0,0,0,0
74334,lovebear,0,0,0,0
74333,mrfuzzy,1,1,0,0
74335,mrfuzzy,0,0,0,0
74336,mrfuzzy,0,0,0,0
74338,mrfuzzy,0,0,0,0
74337,mrfuzzy,0,0,0,0
74340,mrfuzzy,0,0,0,0
74346,mrfuzzy,1,1,0,0
74345,mrfuzzy,0,0,0,0
74350,mrfuzzy,1,1,0,0
74352,mrfuzzy,1,1,1,1
74354,mrfuzzy,1,1,1,0
74356,mrfuzzy,1,0,0,0
74359,mrfuzzy,0,0,0,0
74357,lovebear,0,0,0,0
74361,mrfuzzy,1,1,1,0
74363,mrfuzzy,1,1,1,1
74364,mrfuzzy,0,0,0,0
74369,mrfuzzy,1,1,1,1
74373,lovebear,0,0,0,0
74377,mrfuzzy,1,0,0,0
74378,mrfuzzy,0,0,0,0
74379,mrfuzzy,0,0,0,0
74382,mrfuzzy,1,1,1,0
74386,mrfuzzy,0,0,0,0
74389,mrfuzzy,0,0,0,0
74390,mrfuzzy,1,1,1,1
74393,mrfuzzy,0,0,0,0
74403,mrfuzzy,1,1,1,1
74402,mrfuzzy,1,1,0,0
74407,mrfuzzy,0,0,0,0
74408,mrfuzzy,0,0,0,0
74417,mrfuzzy,0,0,0,0
74418,mrfuzzy,0,0,0,0
74419,mrfuzzy,0,0,0,0
74420,mrfuzzy,0,0,0,0
74424,mrfuzzy,0,0,0,0
74426,mrfuzzy,0,0,0,0
74427,mrfuzzy,0,0,0,0
74428,mrfuzzy,0,0,0,0
74429,mrfuzzy,1,1,1,0
74431,mrfuzzy,0,0,0,0
74432,mrfuzzy,0,0,0,0
74434,mrfuzzy,0,0,0,0
74436,mrfuzzy,1,1,1,1
74437,mrfuzzy,0,0,0,0
74439,mrfuzzy,1,1,1,1
74441,mrfuzzy,0,0,0,0
74443,mrfuzzy,0,0,0,0
74445,mrfuzzy,0,0,0,0
74448,mrfuzzy,0,0,0,0
74451,mrfuzzy,1,1,1,0
74457,mrfuzzy,0,0,0,0
74459,mrfuzzy,0,0,0,0
74470,mrfuzzy,0,0,0,0
74473,mrfuzzy,0,0,0,0
74472,mrfuzzy,0,0,0,0
74474,mrfuzzy,0,0,0,0
74479,mrfuzzy,1,0,0,0
74481,mrfuzzy,0,0,0,0
74487,lovebear,0,0,0,0
74489,mrfuzzy,0,0,0,0
74491,mrfuzzy,0,0,0,0
74492,mrfuzzy,0,0,0,0
74495,mrfuzzy,1,0,0,0
74496,mrfuzzy,1,1,0,0
74500,mrfuzzy,0,0,0,0
74504,mrfuzzy,1,1,1,1
74502,lovebear,0,0,0,0
74503,mrfuzzy,1,1,1,1
74514,mrfuzzy,1,1,0,0
74508,mrfuzzy,1,1,1,1
74511,mrfuzzy,1,1,1,1
74515,mrfuzzy,0,0,0,0
74513,mrfuzzy,0,0,0,0
74524,mrfuzzy,0,0,0,0
74525,mrfuzzy,1,1,0,0
74530,mrfuzzy,1,0,0,0
74532,mrfuzzy,0,0,0,0
74537,mrfuzzy,0,0,0,0
74542,mrfuzzy,1,1,1,1
74544,mrfuzzy,0,0,0,0
74543,mrfuzzy,0,0,0,0
74550,mrfuzzy,0,0,0,0
74552,mrfuzzy,1,1,1,1
74559,mrfuzzy,0,0,0,0
74563,mrfuzzy,0,0,0,0
74569,mrfuzzy,0,0,0,0
74566,mrfuzzy,0,0,0,0
74570,mrfuzzy,0,0,0,0
74573,mrfuzzy,1,1,0,0
74575,mrfuzzy,0,0,0,0
74577,lovebear,1,0,0,0
74579,mrfuzzy,0,0,0,0
74580,mrfuzzy,0,0,0,0
74583,mrfuzzy,0,0,0,0
74585,mrfuzzy,1,1,1,1
74590,mrfuzzy,1,1,0,0
74591,mrfuzzy,1,1,1,1
74593,mrfuzzy,0,0,0,0
74594,mrfuzzy,1,1,1,1
74595,mrfuzzy,0,0,0,0
74599,mrfuzzy,0,0,0,0
74600,mrfuzzy,1,0,0,0
74601,mrfuzzy,0,0,0,0
74610,mrfuzzy,1,1,1,1
74612,mrfuzzy,0,0,0,0
74615,lovebear,0,0,0,0
74616,mrfuzzy,1,0,0,0
74617,mrfuzzy,1,1,1,0
74619,mrfuzzy,1,1,1,0
74623,mrfuzzy,0,0,0,0
74628,mrfuzzy,1,1,1,1
74627,mrfuzzy,0,0,0,0
74630,mrfuzzy,1,1,1,0
74632,mrfuzzy,1,1,1,0
74635,mrfuzzy,0,0,0,0
74634,mrfuzzy,0,0,0,0
74638,mrfuzzy,1,1,0,0
74641,mrfuzzy,1,1,1,1
74645,mrfuzzy,0,0,0,0
74646,mrfuzzy,1,1,1,1
74649,mrfuzzy,1,1,1,1
74650,mrfuzzy,1,0,0,0
74653,mrfuzzy,1,1,1,1
74651,mrfuzzy,0,0,0,0
74654,mrfuzzy,1,1,1,0
74657,mrfuzzy,1,0,0,0
74663,mrfuzzy,0,0,0,0
74666,mrfuzzy,1,1,1,1
74665,mrfuzzy,1,1,1,1
74667,mrfuzzy,1,1,1,0
74674,mrfuzzy,1,0,0,0
74677,mrfuzzy,0,0,0,0
74678,mrfuzzy,0,0,0,0
74687,lovebear,0,0,0,0
74691,mrfuzzy,0,0,0,0
74694,mrfuzzy,1,1,1,1
74695,mrfuzzy,0,0,0,0
74699,mrfuzzy,0,0,0,0
74702,mrfuzzy,0,0,0,0
74700,mrfuzzy,1,1,0,0
74703,mrfuzzy,1,0,0,0
74705,mrfuzzy,0,0,0,0
74708,mrfuzzy,0,0,0,0
74709,mrfuzzy,0,0,0,0
74711,lovebear,1,1,1,1
74712,mrfuzzy,0,0,0,0
74721,mrfuzzy,1,0,0,0
74724,mrfuzzy,1,1,1,0
74727,mrfuzzy,0,0,0,0
74726,mrfuzzy,0,0,0,0
74728,mrfuzzy,0,0,0,0
74730,mrfuzzy,1,1,1,1
74734,mrfuzzy,1,1,1,0
74735,mrfuzzy,1,1,1,1
74738,mrfuzzy,0,0,0,0
74737,mrfuzzy,1,0,0,0
74740,mrfuzzy,1,1,0,0
74742,mrfuzzy,0,0,0,0
74743,mrfuzzy,1,1,0,0
74745,mrfuzzy,0,0,0,0
74746,mrfuzzy,1,1,1,1
74747,mrfuzzy,1,1,1,1
74748,mrfuzzy,1,1,1,0
74751,mrfuzzy,1,0,0,0
74752,mrfuzzy,0,0,0,0
74756,mrfuzzy,0,0,0,0
74758,mrfuzzy,1,1,0,0
74760,mrfuzzy,0,0,0,0
74761,mrfuzzy,0,0,0,0
74763,mrfuzzy,0,0,0,0
74770,lovebear,1,0,0,0
74769,mrfuzzy,1,0,0,0
74771,mrfuzzy,1,1,1,1
74772,mrfuzzy,1,1,1,1
74773,lovebear,1,1,1,1
74776,lovebear,0,0,0,0
74777,mrfuzzy,0,0,0,0
74778,mrfuzzy,1,1,1,1
74780,lovebear,1,1,1,1
74782,mrfuzzy,1,0,0,0
74784,mrfuzzy,0,0,0,0
74787,mrfuzzy,1,0,0,0
74788,mrfuzzy,0,0,0,0
74790,lovebear,1,0,0,0
74791,mrfuzzy,0,0,0,0
74793,mrfuzzy,1,1,1,1
74796,mrfuzzy,0,0,0,0
74794,lovebear,0,0,0,0
74797,lovebear,1,1,0,0
74804,mrfuzzy,0,0,0,0
74806,mrfuzzy,1,0,0,0
74809,mrfuzzy,0,0,0,0
74814,mrfuzzy,0,0,0,0
74815,mrfuzzy,1,1,0,0
74816,mrfuzzy,0,0,0,0
74819,mrfuzzy,1,1,1,0
74821,mrfuzzy,1,1,1,1
74822,mrfuzzy,0,0,0,0
74823,mrfuzzy,1,1,1,1
74825,mrfuzzy,0,0,0,0
74832,mrfuzzy,0,0,0,0
74834,mrfuzzy,0,0,0,0
74837,mrfuzzy,1,1,1,0
74840,lovebear,1,0,0,0
74845,lovebear,1,1,0,0
74846,lovebear,0,0,0,0
74848,lovebear,0,0,0,0
74849,mrfuzzy,0,0,0,0
74850,mrfuzzy,0,0,0,0
74851,mrfuzzy,1,0,0,0
74852,mrfuzzy,0,0,0,0
74865,mrfuzzy,1,0,0,0
74870,mrfuzzy,1,1,1,1
74871,mrfuzzy,0,0,0,0
74873,mrfuzzy,1,0,0,0
74876,mrfuzzy,0,0,0,0
74878,mrfuzzy,0,0,0,0
74883,mrfuzzy,1,1,1,1
74888,mrfuzzy,0,0,0,0
74890,mrfuzzy,0,0,0,0
74889,mrfuzzy,1,1,1,1
74893,mrfuzzy,1,1,1,1
74895,mrfuzzy,1,1,1,0
74896,mrfuzzy,1,0,0,0
74900,mrfuzzy,0,0,0,0
74905,mrfuzzy,0,0,0,0
74907,mrfuzzy,0,0,0,0
74910,lovebear,1,1,1,0
74909,mrfuzzy,0,0,0,0
74915,mrfuzzy,1,1,1,1
74914,mrfuzzy,1,0,0,0
74918,mrfuzzy,0,0,0,0
74919,mrfuzzy,1,1,1,1
74920,mrfuzzy,0,0,0,0
74930,mrfuzzy,0,0,0,0
74933,mrfuzzy,1,1,1,1
74936,mrfuzzy,0,0,0,0
74937,mrfuzzy,0,0,0,0
74939,mrfuzzy,1,1,1,1
74941,mrfuzzy,1,0,0,0
74940,mrfuzzy,1,1,1,1
74944,mrfuzzy,0,0,0,0
74946,mrfuzzy,0,0,0,0
74947,mrfuzzy,0,0,0,0
74949,lovebear,0,0,0,0
74952,lovebear,0,0,0,0
74953,mrfuzzy,0,0,0,0
74961,mrfuzzy,0,0,0,0
74963,mrfuzzy,1,0,0,0
74964,mrfuzzy,0,0,0,0
74967,mrfuzzy,1,1,1,1
74968,mrfuzzy,0,0,0,0
74969,mrfuzzy,0,0,0,0
74970,lovebear,0,0,0,0
74971,mrfuzzy,0,0,0,0
74972,mrfuzzy,0,0,0,0
74974,mrfuzzy,0,0,0,0
74978,mrfuzzy,1,1,1,1
74979,lovebear,0,0,0,0
74980,mrfuzzy,1,1,1,0
74985,lovebear,0,0,0,0
74989,mrfuzzy,1,1,1,1
74992,mrfuzzy,0,0,0,0
74994,lovebear,0,0,0,0
74995,mrfuzzy,0,0,0,0
74998,lovebear,1,0,0,0
75000,mrfuzzy,1,1,1,1
75006,mrfuzzy,0,0,0,0
75007,lovebear,1,1,1,0
75008,mrfuzzy,1,0,0,0
75009,mrfuzzy,1,0,0,0
75010,lovebear,1,1,0,0
75011,lovebear,0,0,0,0
75013,mrfuzzy,0,0,0,0
75021,mrfuzzy,1,1,1,0
75022,mrfuzzy,1,0,0,0
75025,mrfuzzy,0,0,0,0
75026,mrfuzzy,1,1,1,0
75027,lovebear,0,0,0,0
75028,mrfuzzy,0,0,0,0
75030,mrfuzzy,0,0,0,0
75031,lovebear,0,0,0,0
75034,mrfuzzy,1,1,1,1
75037,lovebear,0,0,0,0
75040,mrfuzzy,0,0,0,0
75042,mrfuzzy,0,0,0,0
75044,lovebear,0,0,0,0
75046,mrfuzzy,1,0,0,0
75047,mrfuzzy,1,1,1,0
75048,mrfuzzy,0,0,0,0
75052,mrfuzzy,1,0,0,0
75053,mrfuzzy,0,0,0,0
75054,mrfuzzy,0,0,0,0
75058,mrfuzzy,1,1,1,1
75060,mrfuzzy,1,1,1,1
75062,mrfuzzy,0,0,0,0
75064,mrfuzzy,1,1,1,1
75067,mrfuzzy,0,0,0,0
75068,mrfuzzy,1,1,1,0
75078,mrfuzzy,0,0,0,0
75079,mrfuzzy,0,0,0,0
75081,mrfuzzy,1,0,0,0
75083,mrfuzzy,0,0,0,0
75085,mrfuzzy,0,0,0,0
75086,mrfuzzy,0,0,0,0
75091,mrfuzzy,0,0,0,0
75098,lovebear,0,0,0,0
75101,lovebear,0,0,0,0
75106,mrfuzzy,1,1,1,1
75105,mrfuzzy,0,0,0,0
75110,mrfuzzy,1,1,0,0
75111,mrfuzzy,0,0,0,0
75112,mrfuzzy,1,1,1,1
75114,mrfuzzy,1,1,1,1
75119,mrfuzzy,1,0,0,0
75121,mrfuzzy,1,1,1,0
75120,mrfuzzy,0,0,0,0
75122,mrfuzzy,1,1,1,1
75126,mrfuzzy,0,0,0,0
75128,mrfuzzy,1,0,0,0
75129,mrfuzzy,1,0,0,0
75133,lovebear,0,0,0,0
75140,mrfuzzy,0,0,0,0
75141,lovebear,1,1,0,0
75142,mrfuzzy,0,0,0,0
75151,mrfuzzy,1,1,1,0
75152,mrfuzzy,1,0,0,0
75153,mrfuzzy,1,1,1,0
75154,mrfuzzy,0,0,0,0
75155,mrfuzzy,1,1,0,0
75159,mrfuzzy,0,0,0,0
75164,mrfuzzy,0,0,0,0
75166,lovebear,1,1,1,1
75167,mrfuzzy,0,0,0,0
75170,mrfuzzy,1,1,1,0
75172,mrfuzzy,1,1,0,0
75176,mrfuzzy,1,1,1,1
75178,mrfuzzy,0,0,0,0
75180,mrfuzzy,1,1,0,0
75181,mrfuzzy,1,1,1,1
75190,mrfuzzy,1,1,1,1
75194,mrfuzzy,1,1,1,1
75195,mrfuzzy,0,0,0,0
75202,mrfuzzy,0,0,0,0
75205,mrfuzzy,0,0,0,0
75207,lovebear,1,1,0,0
75209,mrfuzzy,0,0,0,0
75210,mrfuzzy,1,1,1,1
75208,mrfuzzy,0,0,0,0
75213,lovebear,0,0,0,0
75219,mrfuzzy,1,1,1,1
75218,mrfuzzy,1,0,0,0
75221,mrfuzzy,0,0,0,0
75224,mrfuzzy,0,0,0,0
75226,mrfuzzy,0,0,0,0
75227,mrfuzzy,0,0,0,0
75233,lovebear,1,1,1,1
75232,mrfuzzy,1,1,1,1
75237,mrfuzzy,0,0,0,0
75238,lovebear,1,1,1,1
75240,mrfuzzy,0,0,0,0
75244,lovebear,0,0,0,0
75247,mrfuzzy,1,1,1,1
75249,mrfuzzy,1,1,1,1
75256,mrfuzzy,0,0,0,0
75271,mrfuzzy,0,0,0,0
75273,mrfuzzy,1,0,0,0
75274,lovebear,1,1,1,1
75280,mrfuzzy,1,0,0,0
75284,mrfuzzy,0,0,0,0
75286,mrfuzzy,1,0,0,0
75287,mrfuzzy,1,1,1,1
75288,mrfuzzy,0,0,0,0
75290,mrfuzzy,0,0,0,0
75292,mrfuzzy,1,0,0,0
75293,mrfuzzy,1,1,1,0
75295,mrfuzzy,0,0,0,0
75296,mrfuzzy,0,0,0,0
75300,mrfuzzy,0,0,0,0
75304,mrfuzzy,1,1,1,1
75307,mrfuzzy,0,0,0,0
75309,mrfuzzy,1,0,0,0
75312,mrfuzzy,0,0,0,0
75322,mrfuzzy,0,0,0,0
75324,mrfuzzy,1,1,1,1
75325,mrfuzzy,1,1,0,0
75329,mrfuzzy,1,1,1,1
75332,mrfuzzy,0,0,0,0
75333,lovebear,1,1,0,0
75334,mrfuzzy,1,0,0,0
75339,mrfuzzy,0,0,0,0
75343,mrfuzzy,1,1,1,0
75344,mrfuzzy,0,0,0,0
75348,mrfuzzy,0,0,0,0
75351,mrfuzzy,0,0,0,0
75354,lovebear,1,1,1,1
75353,mrfuzzy,0,0,0,0
75355,mrfuzzy,0,0,0,0
75358,mrfuzzy,1,1,0,0
75359,mrfuzzy,1,1,1,0
75360,mrfuzzy,1,1,1,1
75361,mrfuzzy,1,1,0,0
75368,mrfuzzy,0,0,0,0
75369,mrfuzzy,1,0,0,0
75374,lovebear,0,0,0,0
75378,lovebear,1,1,1,1
75380,mrfuzzy,1,1,1,0
75381,lovebear,0,0,0,0
75383,mrfuzzy,1,1,1,1
75385,mrfuzzy,1,0,0,0
75386,mrfuzzy,0,0,0,0
75392,mrfuzzy,1,1,1,0
75391,lovebear,1,0,0,0
75393,mrfuzzy,1,1,1,1
75399,mrfuzzy,1,1,1,0
75408,lovebear,1,1,1,0
75417,mrfuzzy,1,0,0,0
75418,mrfuzzy,1,0,0,0
75419,lovebear,1,1,0,0
75420,mrfuzzy,0,0,0,0
75422,mrfuzzy,0,0,0,0
75425,mrfuzzy,0,0,0,0
75426,mrfuzzy,1,1,1,1
75428,mrfuzzy,1,1,1,0
75431,mrfuzzy,0,0,0,0
75432,lovebear,0,0,0,0
75435,lovebear,1,1,1,0
75436,mrfuzzy,1,1,1,0
75440,mrfuzzy,1,1,1,1
75442,mrfuzzy,0,0,0,0
75445,lovebear,1,1,0,0
75444,mrfuzzy,0,0,0,0
75446,mrfuzzy,0,0,0,0
75454,mrfuzzy,1,1,1,1
75458,mrfuzzy,0,0,0,0
75459,mrfuzzy,0,0,0,0
75461,mrfuzzy,0,0,0,0
75466,lovebear,1,1,0,0
75469,lovebear,1,0,0,0
75468,mrfuzzy,1,0,0,0
75471,mrfuzzy,0,0,0,0
75470,mrfuzzy,0,0,0,0
75473,mrfuzzy,0,0,0,0
75479,mrfuzzy,1,0,0,0
75481,mrfuzzy,1,1,1,0
75486,mrfuzzy,0,0,0,0
75489,mrfuzzy,1,1,1,1
75490,mrfuzzy,0,0,0,0
75495,mrfuzzy,1,0,0,0
75498,lovebear,1,1,1,0
75500,mrfuzzy,0,0,0,0
75501,mrfuzzy,1,1,1,1
75503,mrfuzzy,0,0,0,0
75506,mrfuzzy,0,0,0,0
75507,mrfuzzy,1,1,1,1
75508,lovebear,1,1,0,0
75509,mrfuzzy,1,0,0,0
75510,lovebear,1,0,0,0
75511,mrfuzzy,0,0,0,0
75514,mrfuzzy,0,0,0,0
75515,lovebear,1,1,1,1
75518,mrfuzzy,1,0,0,0
75519,mrfuzzy,0,0,0,0
75521,mrfuzzy,0,0,0,0
75523,mrfuzzy,0,0,0,0
75522,mrfuzzy,0,0,0,0
75526,mrfuzzy,1,1,0,0
75528,mrfuzzy,0,0,0,0
75529,lovebear,1,1,0,0
75530,mrfuzzy,1,1,1,1
75534,lovebear,1,1,1,1
75537,mrfuzzy,0,0,0,0
75538,mrfuzzy,1,1,1,1
75540,mrfuzzy,0,0,0,0
75545,mrfuzzy,0,0,0,0
75546,mrfuzzy,1,1,1,0
75547,mrfuzzy,0,0,0,0
75555,mrfuzzy,0,0,0,0
75563,lovebear,1,0,0,0
75565,mrfuzzy,0,0,0,0
75564,mrfuzzy,1,0,0,0
75572,mrfuzzy,1,1,1,1
75576,lovebear,1,1,1,1
75582,lovebear,0,0,0,0
75583,mrfuzzy,0,0,0,0
75587,mrfuzzy,1,1,1,1
75590,mrfuzzy,1,1,1,1
75589,mrfuzzy,1,1,0,0
75594,mrfuzzy,0,0,0,0
75596,mrfuzzy,0,0,0,0
75598,mrfuzzy,0,0,0,0
75599,mrfuzzy,1,0,0,0
75604,mrfuzzy,0,0,0,0
75606,mrfuzzy,0,0,0,0
75607,mrfuzzy,1,1,1,1
75608,mrfuzzy,1,1,1,0
75610,mrfuzzy,0,0,0,0
75611,mrfuzzy,0,0,0,0
75613,mrfuzzy,1,1,1,0
75614,lovebear,1,1,1,0
75612,mrfuzzy,0,0,0,0
75619,lovebear,0,0,0,0
75625,mrfuzzy,0,0,0,0
75630,mrfuzzy,1,1,1,1
75634,mrfuzzy,1,1,1,1
75637,mrfuzzy,1,1,1,0
75636,mrfuzzy,0,0,0,0
75640,mrfuzzy,1,0,0,0
75643,mrfuzzy,0,0,0,0
75644,mrfuzzy,1,0,0,0
75645,mrfuzzy,1,1,1,0
75649,mrfuzzy,0,0,0,0
75651,mrfuzzy,0,0,0,0
75654,mrfuzzy,1,1,1,1
75656,mrfuzzy,0,0,0,0
75658,lovebear,0,0,0,0
75664,mrfuzzy,1,1,1,0
75666,mrfuzzy,0,0,0,0
75668,mrfuzzy,1,1,1,0
75671,mrfuzzy,1,1,1,0
75670,lovebear,1,1,1,1
75674,mrfuzzy,0,0,0,0
75676,mrfuzzy,0,0,0,0
75679,mrfuzzy,0,0,0,0
75680,mrfuzzy,0,0,0,0
75684,mrfuzzy,0,0,0,0
75688,mrfuzzy,0,0,0,0
75696,mrfuzzy,1,1,1,1
75698,lovebear,1,1,1,0
75701,mrfuzzy,1,1,0,0
75703,mrfuzzy,1,1,1,1
75705,lovebear,0,0,0,0
75710,mrfuzzy,1,1,1,0
75718,mrfuzzy,0,0,0,0
75722,mrfuzzy,0,0,0,0
75725,mrfuzzy,1,1,1,1
75731,mrfuzzy,0,0,0,0
75734,mrfuzzy,0,0,0,0
75735,mrfuzzy,1,1,1,1
75737,mrfuzzy,0,0,0,0
75745,mrfuzzy,0,0,0,0
75751,mrfuzzy,1,1,1,0
75752,mrfuzzy,0,0,0,0
75753,mrfuzzy,1,0,0,0
75759,mrfuzzy,1,0,0,0
75758,mrfuzzy,1,1,0,0
75761,mrfuzzy,0,0,0,0
75763,mrfuzzy,1,1,0,0
75765,mrfuzzy,1,1,1,1
75766,mrfuzzy,1,1,1,1
75777,lovebear,1,1,1,0
75780,mrfuzzy,0,0,0,0
75781,lovebear,0,0,0,0
75783,mrfuzzy,0,0,0,0
75788,mrfuzzy,1,1,1,0
75789,mrfuzzy,1,1,1,1
75790,mrfuzzy,0,0,0,0
75793,lovebear,0,0,0,0
75794,mrfuzzy,1,1,1,1
75795,mrfuzzy,0,0,0,0
75796,mrfuzzy,1,1,1,1
75798,mrfuzzy,1,1,1,1
75800,mrfuzzy,0,0,0,0
75801,lovebear,1,1,1,0
75802,mrfuzzy,0,0,0,0
75803,mrfuzzy,1,1,1,1
75811,mrfuzzy,1,0,0,0
75810,mrfuzzy,0,0,0,0
75813,mrfuzzy,0,0,0,0
75816,mrfuzzy,0,0,0,0
75817,mrfuzzy,1,0,0,0
75822,mrfuzzy,0,0,0,0
75824,lovebear,1,1,1,1
75825,mrfuzzy,1,0,0,0
75830,lovebear,1,0,0,0
75836,mrfuzzy,1,1,1,0
75835,mrfuzzy,0,0,0,0
75840,mrfuzzy,1,1,1,0
75843,mrfuzzy,0,0,0,0
75847,mrfuzzy,1,1,1,1
75853,mrfuzzy,1,1,1,0
75854,mrfuzzy,0,0,0,0
75856,mrfuzzy,0,0,0,0
75861,mrfuzzy,0,0,0,0
75864,mrfuzzy,0,0,0,0
75865,mrfuzzy,0,0,0,0
75866,mrfuzzy,0,0,0,0
75870,mrfuzzy,0,0,0,0
75871,mrfuzzy,1,0,0,0
75872,mrfuzzy,1,1,1,1
75874,mrfuzzy,0,0,0,0
75875,mrfuzzy,1,0,0,0
75873,lovebear,1,1,1,1
75876,lovebear,0,0,0,0
75878,lovebear,1,1,1,1
75881,mrfuzzy,1,1,0,0
75879,lovebear,1,1,1,1
75882,mrfuzzy,0,0,0,0
75880,mrfuzzy,0,0,0,0
75886,mrfuzzy,0,0,0,0
75885,mrfuzzy,0,0,0,0
75890,mrfuzzy,0,0,0,0
75888,mrfuzzy,0,0,0,0
75891,mrfuzzy,1,1,1,0
75893,mrfuzzy,0,0,0,0
75898,mrfuzzy,1,1,1,1
75895,mrfuzzy,1,1,1,1
75899,mrfuzzy,0,0,0,0
75897,lovebear,1,1,1,1
75900,mrfuzzy,0,0,0,0
75903,mrfuzzy,0,0,0,0
75908,mrfuzzy,0,0,0,0
75909,mrfuzzy,0,0,0,0
75912,mrfuzzy,1,0,0,0
75919,mrfuzzy,0,0,0,0
75923,mrfuzzy,0,0,0,0
75927,mrfuzzy,1,1,1,1
75929,mrfuzzy,1,1,1,1
75930,mrfuzzy,0,0,0,0
75934,mrfuzzy,0,0,0,0
75933,mrfuzzy,1,1,1,1
75936,mrfuzzy,0,0,0,0
75939,lovebear,0,0,0,0
75942,mrfuzzy,0,0,0,0
75946,mrfuzzy,1,1,1,1
75949,mrfuzzy,0,0,0,0
75950,mrfuzzy,0,0,0,0
75951,mrfuzzy,1,0,0,0
75952,mrfuzzy,0,0,0,0
75959,mrfuzzy,1,1,0,0
75957,mrfuzzy,1,1,1,1
75964,mrfuzzy,1,1,1,1
75962,mrfuzzy,1,1,1,1
75967,mrfuzzy,1,0,0,0
75971,mrfuzzy,0,0,0,0
75972,mrfuzzy,0,0,0,0
75976,mrfuzzy,0,0,0,0
75978,lovebear,1,1,1,0
75984,mrfuzzy,1,1,1,0
75985,mrfuzzy,1,0,0,0
75987,mrfuzzy,1,0,0,0
75986,mrfuzzy,1,1,1,1
75988,mrfuzzy,0,0,0,0
75989,mrfuzzy,0,0,0,0
75990,mrfuzzy,1,1,1,1
75996,mrfuzzy,0,0,0,0
75997,mrfuzzy,1,1,0,0
75999,mrfuzzy,1,1,1,1
76000,lovebear,0,0,0,0
76001,mrfuzzy,0,0,0,0
76003,mrfuzzy,0,0,0,0
76006,mrfuzzy,1,1,1,1
76012,mrfuzzy,0,0,0,0
76015,mrfuzzy,0,0,0,0
76016,mrfuzzy,1,0,0,0
76017,lovebear,1,1,1,1
76022,mrfuzzy,1,0,0,0
76025,mrfuzzy,1,1,1,0
76026,lovebear,0,0,0,0
76028,mrfuzzy,1,1,1,1
76032,mrfuzzy,0,0,0,0
76033,mrfuzzy,0,0,0,0
76036,mrfuzzy,0,0,0,0
76039,mrfuzzy,0,0,0,0
76041,mrfuzzy,1,0,0,0
76045,mrfuzzy,0,0,0,0
76046,mrfuzzy,0,0,0,0
76047,lovebear,1,1,1,0
76048,mrfuzzy,0,0,0,0
76059,mrfuzzy,0,0,0,0
76063,mrfuzzy,0,0,0,0
76065,lovebear,0,0,0,0
76066,lovebear,1,1,1,1
76069,mrfuzzy,0,0,0,0
76070,mrfuzzy,0,0,0,0
76078,mrfuzzy,1,0,0,0
76079,mrfuzzy,1,0,0,0
76083,mrfuzzy,1,0,0,0
76082,mrfuzzy,1,0,0,0
76084,mrfuzzy,0,0,0,0
76088,mrfuzzy,0,0,0,0
76095,mrfuzzy,0,0,0,0
76097,mrfuzzy,0,0,0,0
76098,mrfuzzy,1,0,0,0
76099,mrfuzzy,0,0,0,0
76102,mrfuzzy,1,0,0,0
76104,mrfuzzy,0,0,0,0
76107,lovebear,0,0,0,0
76110,mrfuzzy,1,1,1,1
76116,mrfuzzy,1,1,1,0
76114,mrfuzzy,1,0,0,0
76118,mrfuzzy,1,1,1,0
76121,mrfuzzy,0,0,0,0
76122,lovebear,0,0,0,0
76123,mrfuzzy,1,1,0,0
76124,mrfuzzy,0,0,0,0
76127,mrfuzzy,1,1,0,0
76130,mrfuzzy,0,0,0,0
76132,mrfuzzy,1,0,0,0
76135,mrfuzzy,0,0,0,0
